orthogroup	orthogroup_name_Mus	presence_expression	gain_expression	loss_expression	presence_conservation	gain_conservation	loss_conservation	n_presences_sps	is_tfs	is_ion	is_sig	is_neu	is_siggpcr	is_myo	genes_Tadh	genes_TrH2	genes_Hhon	genes_HoiH23	genes_Nvec	genes_Spis	genes_Hvul	genes_Mmus	genes_Dmel	genes_Mlei	genes_Spolac	annot_tfs	annot_ion	annot_sig	annot_neu	annot_siggpcr	annot_myo	pfam_architecture
OG_700	bifunctional_apoptosis_regulator/BRCA1_DNA_repair_associated/ring_finger_protein_151/ring_finger_protein_8/Trim2/tripartite_motif_containing_45/tripartite_motif_containing_71	Dmel,Hvul,Mmus,Spis	CniBil	Nvec	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE					Nvec_v1g238127		Hvul_g1692_1	Mmus_ENSMUST00000054990	Dmel_FBtr0300080,Dmel_FBtr0474151									
OG_10224	tetraspanin_31/Tspan13	Dmel,Mlei,Mmus	Metazoa	Cnidaria,Placozoa,Spolac	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g00428.t1,Hhon_g04792.t1					Mmus_ENSMUST00000020896	Dmel_FBtr0085082									Tetraspanin/
OG_10229	Pde1a/Pde1b/phosphodiesterase_1A	Dmel,Mlei,TrH2	Metazoa	Cnidaria,Hoilungia,Mmus,Spolac,Tadh	Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hvul	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT23032	TrH2_TrispH2_010302-RA	Hhon_g00616.t1					Mmus_ENSMUST00000023132,Mmus_ENSMUST00000102653	Dmel_FBtr0334138									PDEase_I/
OG_10249	cilia_and_flagella_associated_protein_20	Spolac,Tadh,TrH2	Metazoa	CniBil,Hoilungia,Mlei	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT23937	TrH2_TrispH2_001521-RA																DUF667/
OG_2748	Ppp3r1/protein_phosphatase_3_regulatory_subunit_B_alpha	Dmel,Mmus,Spolac	Metazoa	Cnidaria,Mlei,Placozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g03990.t1					Mmus_ENSMUST00000102880	Dmel_FBtr0070764									EF-hand_7/EF-hand_7/
OG_2857	heat_shock_protein_family_A_Hsp70_member_5	Hvul,Spolac,TrH2	Metazoa	Anthozoa,Bilateria,Hoilungia,Mlei,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003032-RA		HoiH23_PlH23_000026-RA			Hvul_g16168_1											HSP70/
OG_3104	neurogranin/Nrgn/sperm_autoantigenic_protein_17	Dmel,Mlei,Mmus	Metazoa	Cnidaria,Placozoa,Spolac	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000065668	Dmel_FBtr0087361									
OG_3323	hippocalcin_like_1/Hpca/Hpcal1/Ncald	Hvul,Mmus,Spolac	Metazoa	Anthozoa,Dmel,Mlei,Placozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE					Nvec_v1g199225,Nvec_v1g228321		Hvul_g21085_1,Hvul_g21086_1,Hvul_g3532_1	Mmus_ENSMUST00000030572,Mmus_ENSMUST00000071858,Mmus_ENSMUST00000090150										
OG_4033	PTTG1_interacting_protein	Hhon,Hvul,Spolac	Metazoa	Anthozoa,Bilateria,HoiH23,Mlei,Trichoplax	Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT56145,Tadh_TriadT59390	TrH2_TrispH2_005460-RA,TrH2_TrispH2_006798-RA	Hhon_g02854.t1,Hhon_g07511.t1	HoiH23_PlH23_004981-RA,HoiH23_PlH23_005261-RA			Hvul_g16210_1											
OG_4173	calponin_1/calponin_3/growth_arrest_specific_2/Tagln3/transgelin_3	Hvul,Mmus,Spolac	Metazoa	Anthozoa,Dmel,Mlei,Placozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57010,Tadh_TriadT57014	TrH2_TrispH2_004307-RA		HoiH23_PlH23_003935-RA,HoiH23_PlH23_003937-RA			Hvul_g19443_1	Mmus_ENSMUST00000096057										CH/,CH/Calponin/
OG_6639	synaptogyrin_1/synaptogyrin_2/Syngr1/Syngr3	Dmel,Mmus,Spolac	Metazoa	Cnidaria,Mlei,Placozoa	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE								Mmus_ENSMUST00000007236,Mmus_ENSMUST00000009727	Dmel_FBtr0087645									
OG_10295	protein_phosphatase_1_catalytic_subunit_alpha	Hhon,HoiH23,Hvul	CniBilPla	Anthozoa,Bilateria,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30170		Hhon_g05791.t1	HoiH23_PlH23_000450-RA			Hvul_g11658_1											STPPase_N/Metallophos/
OG_10386	Atp6v0e2/ATPase_H_transporting_V0_subunit_e1/ATPase_H_transporting_V0_subunit_e2	Dmel,Hhon,Mmus	CniBilPla	Cnidaria,HoiH23,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g04384.t1					Mmus_ENSMUST00000203011	Dmel_FBtr0113136									ATP_synt_H/
OG_10707	yippee_like_2/Ypel3	HoiH23,Mmus,Tadh	CniBilPla	Cnidaria,Dmel,Hhon,TrH2	Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hvul	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT29408		Hhon_g00811.t1	HoiH23_PlH23_005877-RA	Nvec_v1g179589			Mmus_ENSMUST00000038614										Yippee-Mis18/
OG_1092	CD163_molecule/CD163_molecule_like_1/crumbs_cell_polarity_complex_component_1/deleted_in_malignant_brain_tumors_1/delta_notch_like_EGF_repeat_containing/follistatin_like_4/hemicentin_1/hepatocyte_growth_factor/immunoglobulin_superfamily_DCC_subclass_member_3/lysyl_oxidase_like_2/lysyl_oxidase_like_4/macrophage_stimulating_1/peroxidasin_like/protein_Z_vitamin_K_dependent_plasma_glycoprotein/scavenger_receptor_class_A_member_5/scavenger_receptor_cysteine_rich_family_member_with_4_domains/scavenger_receptor_cysteine_rich_family_member_with_5_domains/serine_protease_12/sushi_nidogen_and_EGF_like_domains_1/versican	Dmel,HoiH23,Tadh	CniBilPla	Cnidaria,Hhon,Mmus,TrH2	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_hyp_clust4169.t1	TrH2_TrispH2_003218-RA,TrH2_TrispH2_011839-RA	Hhon_g10822.t1	HoiH23_PlH23_004108-RA,HoiH23_PlH23_004156-RA		Spis_XP_022783173_1,Spis_XP_022805597_1	Hvul_g3221_1		Dmel_FBtr0089786,Dmel_FBtr0304726,Dmel_FBtr0344662									Ig_3/SRCR/,Kringle/SRCR/,MAM/EGF/SRCR/SRCR/,SRCR/SRCR/
OG_1309	glutathione_peroxidase_1/Gpx3	Hhon,Hvul,Tadh	CniBilPla	Anthozoa,Bilateria,HoiH23,TrH2	Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63884	TrH2_TrispH2_005354-RA	Hhon_g00959.t1	HoiH23_PlH23_001654-RA		Spis_XP_022785645_1	Hvul_g26767_1	Mmus_ENSMUST00000082430										GSHPx/
OG_1620	adenylate_cyclase_2/adenylate_cyclase_3/adenylate_cyclase_8	Dmel,Spis,TrH2	CniBilPla	Hoilungia,Hvul,Mmus,Nvec,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52497,Tadh_TriadT58375	TrH2_TrispH2_000152-RA,TrH2_TrispH2_002900-RA	Hhon_g04445.t1,Hhon_g06668.t1		Nvec_v1g241960	Spis_XP_022806331_1	Hvul_g24515_1		Dmel_FBtr0085897,Dmel_FBtr0304746									AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/,AC_N/Guanylate_cyc/Guanylate_cyc/,AC_N/Guanylate_cyc/Guanylate_cyc/Guanylate_cyc/
OG_1774	heat_shock_protein_family_A_Hsp70_member_8/Hspa8	Hvul,Nvec,TrH2	CniBilPla	Bilateria,Hoilungia,Spis,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009497-RA			Nvec_v1g189485		Hvul_g29946_1,Hvul_g6839_1	Mmus_ENSMUST00000015800										HSP70/
OG_190	adhesion_G_protein_coupled_receptor_E5/CD163_molecule/coagulation_factor_XII/collagen_and_calcium_binding_EGF_domains_1/cysteine_rich_with_EGF_like_domains_2/deleted_in_malignant_brain_tumors_1/EGF_containing_fibulin_extracellular_matrix_protein_1/EGF_containing_fibulin_extracellular_matrix_protein_2/fibrillin_1/fibrillin_2/fibulin_1/fibulin_7/follistatin/galectin_3_binding_protein/growth_arrest_specific_6/hemicentin_1/LDL_receptor_related_protein_1/LDL_receptor_related_protein_1B/LDL_receptor_related_protein_2/lysyl_oxidase_like_4/macrophage_scavenger_receptor_1/mucin_4_cell_surface_associated/Nell2/nephronectin/nidogen_1/nidogen_2/protein_S/serine_protease_12/signal_peptide_CUB_domain_and_EGF_like_domain_containing_3/sortilin_related_receptor_1/sushi_domain_containing_2/sushi_nidogen_and_EGF_like_domains_1/thrombomodulin/thrombospondin_1/transmembrane_serine_protease_15	Dmel,Mmus,TrH2	CniBilPla	Cnidaria,Hoilungia,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Tadh_hyp_clust7915.t1,Tadh_TriadT51368	TrH2_TrispH2_004559-RA,TrH2_TrispH2_005647-RA,TrH2_TrispH2_007838-RA,TrH2_TrispH2_008353-RA,TrH2_TrispH2_011343-RA	Hhon_g03227.t1,Hhon_g04219.t1	HoiH23_PlH23_002321-RA,HoiH23_PlH23_010055-RA				Mmus_ENSMUST00000229933	Dmel_FBtr0076805,Dmel_FBtr0302153									EGF_3/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/NIDO/EGF_CA/EGF_CA/cEGF/hEGF/EGF_CA/EGF_CA/EGF_CA/EGF_CA/,EGF_CA/,EGF_CA/EGF_3/NIDO/VWD/,EGF_CA/EGF_CA/cEGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/,NIDO/VWD/cEGF/EGF_CA/cEGF/SEA/EGF_CA/EGF_3/,NIDO/VWD/cEGF/EGF_CA/SEA/EGF_CA/EGF_3/,NIDO/VWD/cEGF/FXa_inhibition/cEGF/EGF_3/EGF_CA/SEA/EGF_CA/EGF_CA/,NIDO/VWD/cEGF/FXa_inhibition/EGF_CA/,SRCR/SRCR/SRCR/I-set/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_3/SEA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
OG_2061	Trim9/tripartite_motif_containing_9	Hvul,Mmus,TrH2	CniBilPla	Anthozoa,Dmel,Hoilungia,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61254	TrH2_TrispH2_005591-RA	Hhon_g07281.t1	HoiH23_PlH23_004593-RA			Hvul_g26279_1	Mmus_ENSMUST00000222316	Dmel_FBtr0304114									zf-C3HC4_4/fn3/SPRY/,zf-C3HC4_4/zf-B_box/fn3/SPRY/
OG_2259	dopamine_beta_hydroxylase/monooxygenase_DBH_like_1	Dmel,Hvul,TrH2	CniBilPla	Anthozoa,Hoilungia,Mmus,Tadh	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_004395-RA		HoiH23_PlH23_010308-RA		Spis_XP_022793300_1	Hvul_g32922_1		Dmel_FBtr0089999,Dmel_FBtr0301492									DOMON/Cu2_monooxygen/Cu2_monoox_C/
OG_2804	BAG_cochaperone_4	Hhon,Nvec,TrH2	CniBilPla	Bilateria,HoiH23,Hvul,Spis,Tadh	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_006262-RA	Hhon_g04772.t1	HoiH23_PlH23_001565-RA	Nvec_v1g238008				Dmel_FBtr0113425									BAG/
OG_3241	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1	Hhon,HoiH23,Hvul	CniBilPla	Anthozoa,Bilateria,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002743-RA	Hhon_g00452.t1	HoiH23_PlH23_009552-RA			Hvul_g7352_1		Dmel_FBtr0344408									,fn3/
OG_3676	BCL2_associated_X_apoptosis_regulator/BCL2_like_1/MCL1_apoptosis_regulator_BCL2_family_member	Hvul,Tadh,TrH2	CniBilPla	Anthozoa,Bilateria,Hoilungia	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63759	TrH2_TrispH2_001257-RA	Hhon_g09559.t1		Nvec_v1g246637	Spis_XP_022783838_1	Hvul_g23416_1,Hvul_g28161_1											Bcl-2/
OG_3687	kinase_suppressor_of_ras_2	Hhon,Hvul,TrH2	CniBilPla	Anthozoa,Bilateria,HoiH23,Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Tadh_TriadT54111	TrH2_TrispH2_002490-RA	Hhon_g02777.t1			Spis_XP_022785537_1	Hvul_g30584_1							Pkinase.HG42.1:like:ARAF/BRAF/KSR1/KSR2/RAF1				,Pkinase_Tyr/
OG_4091	Slc17a6/Slc17a7/solute_carrier_family_17_member_3/solute_carrier_family_17_member_5/solute_carrier_family_17_member_6	Dmel,Tadh,TrH2	CniBilPla	Cnidaria,Hoilungia,Mmus	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Tadh_TriadT36003,Tadh_TriadT36875	TrH2_TrispH2_007149-RA	Hhon_g07338.t1	HoiH23_PlH23_010942-RA				Mmus_ENSMUST00000032710,Mmus_ENSMUST00000209634	Dmel_FBtr0077769,Dmel_FBtr0301779						MFS_1.HG5.21:SLC17A6/SLC17A7/SLC17A8,MFS_1.HG5.8:SLC17A9,MFS_1.HG5.8:SLC17A9;Sugar_tr.HG5.5:NA			MFS_1/
OG_6197	Ift20/intraflagellar_transport_20	Mmus,Tadh,TrH2	CniBilPla	Cnidaria,Dmel,Hoilungia	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57229	TrH2_TrispH2_003308-RA						Mmus_ENSMUST00000108275										IFT20/
OG_6852	Cdip1/lipopolysaccharide_induced_TNF_factor	Mmus,Tadh,TrH2	CniBilPla	Cnidaria,Dmel,Hoilungia	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59319	TrH2_TrispH2_007360-RA	Hhon_g06094.t1	HoiH23_PlH23_010112-RA		Spis_XP_022790783_1	Hvul_g15909_1,Hvul_g24233_1	Mmus_ENSMUST00000004173										zf-LITAF-like/
OG_6952	ELKS_RAB6_interacting_CAST_family_member_2/Erc2	Dmel,HoiH23,TrH2	CniBilPla	Cnidaria,Hhon,Mmus,Tadh	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g5803.t1	TrH2_TrispH2_003775-RA	Hhon_g05666.t1	HoiH23_PlH23_006252-RA				Mmus_ENSMUST00000090302	Dmel_FBtr0305060									Cast/,Cast/Cast/
OG_7878	Phactr1/Phactr3/phosphatase_and_actin_regulator_4	Hhon,HoiH23,Mmus	CniBilPla	Cnidaria,Dmel,Trichoplax	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57921	TrH2_TrispH2_001462-RA	Hhon_g03569.t1	HoiH23_PlH23_001087-RA			Hvul_g31231_1	Mmus_ENSMUST00000108915,Mmus_ENSMUST00000110161										RPEL/RPEL/
OG_7972	glypican_1/glypican_5/glypican_6	Hvul,Tadh,TrH2	CniBilPla	Anthozoa,Bilateria,Hoilungia	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61970,Tadh_TriadT61971	TrH2_TrispH2_006316-RA,TrH2_TrispH2_011045-RA	Hhon_g04924.t1,Hhon_g04925.t1	HoiH23_PlH23_005022-RA,HoiH23_PlH23_005023-RA			Hvul_g11395_1											Glypican/
OG_8370	protein_phosphatase_1_regulatory_subunit_3B/protein_phosphatase_1_regulatory_subunit_3C	HoiH23,Hvul,TrH2	CniBilPla	Anthozoa,Bilateria,Hhon,Tadh	Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58536	TrH2_TrispH2_010240-RA	Hhon_g02233.t1,Hhon_g02234.t1	HoiH23_PlH23_003482-RA,HoiH23_PlH23_003483-RA			Hvul_g10742_1,Hvul_g31924_1											CBM_21/
OG_8458	lebercilin_LCA5	Hvul,Tadh,TrH2	CniBilPla	Anthozoa,Bilateria,Hoilungia	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g10017.t1	TrH2_TrispH2_010523-RA	Hhon_g10629.t1		Nvec_v1g134245		Hvul_g15081_1											Lebercilin/
OG_923	syntaxin_binding_protein_5/syntaxin_binding_protein_5_like	Dmel,Tadh,TrH2	CniBilPla	Cnidaria,Hoilungia,Mmus	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT25442	TrH2_TrispH2_001064-RA							Dmel_FBtr0073678									LLGL/
OG_10210	solute_carrier_family_25_member_38	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002744-RA	Hhon_g00451.t1	HoiH23_PlH23_009553-RA														Mito_carr/Mito_carr/Mito_carr/
OG_10524	testis_expressed_47	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003459-RA	Hhon_g03801.t1	HoiH23_PlH23_000111-RA														
OG_10587	solute_carrier_family_25_member_33/solute_carrier_family_25_member_36	Hhon,HoiH23,Tadh	Placozoa	TrH2	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT27037		Hhon_g05049.t1	HoiH23_PlH23_001359-RA	Nvec_v1g237112													Mito_carr/Mito_carr/Mito_carr/
OG_11200	zinc_finger_CCCH_type_containing_12B/zinc_finger_CCCH_type_containing_12C	Hhon,HoiH23,TrH2	Placozoa	Tadh	Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT24967	TrH2_TrispH2_001889-RA	Hhon_g08068.t1	HoiH23_PlH23_004653-RA														RNase_Zc3h12a/
OG_11329	tumor_protein_p53_inducible_nuclear_protein_1	Hhon,HoiH23,Tadh	Placozoa	TrH2	Dmel,Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Hvul	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55555	TrH2_TrispH2_003813-RA	Hhon_g02469.t1	HoiH23_PlH23_001696-RA														DOR/
OG_11438	DnaJ_heat_shock_protein_family_Hsp40_member_B4	Hhon,HoiH23,TrH2	Placozoa	Tadh	Dmel,Hhon,HoiH23,Tadh,TrH2	CniBilPla	Cnidaria,Mmus	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002760-RA	Hhon_g00426.t1	HoiH23_PlH23_001802-RA														DnaJ/DnaJ_C/
OG_11456	protein_phosphatase_1_catalytic_subunit_gamma	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Hvul,Mlei,Nvec,Spis,Tadh,TrH2	Metazoa	Bilateria,Spolac	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_005985-RA	Hhon_g01460.t1	HoiH23_PlH23_001984-RA														STPPase_N/Metallophos/
OG_11526	peroxiredoxin_2/peroxiredoxin_4	Hhon,HoiH23,TrH2	Placozoa	Tadh	Dmel,Hhon,HoiH23,Mmus,TrH2	CniBilPla	Cnidaria,Tadh	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010622-RA	Hhon_g04571.t1	HoiH23_PlH23_003406-RA														AhpC-TSA/1-cysPrx_C/
OG_11540	eukaryotic_translation_initiation_factor_4E_family_member_1B/eukaryotic_translation_initiation_factor_4E_family_member_2	Hhon,HoiH23,Tadh	Placozoa	TrH2	Hhon,HoiH23,Spolac,Tadh,TrH2	Metazoa	CniBil,Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56506	TrH2_TrispH2_001864-RA	Hhon_g05874.t1	HoiH23_PlH23_002669-RA														IF4E/
OG_11668	ENSP00000491078.1/stereocilin	HoiH23,Tadh,TrH2	Placozoa	Hhon	Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel,Hvul	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT63601,Tadh_wf_g1647.t1	TrH2_TrispH2_002311-RA,TrH2_TrispH2_004208-RA,TrH2_TrispH2_004209-RA		HoiH23_PlH23_002881-RA														
OG_11782		HoiH23,Tadh,TrH2	Placozoa	Hhon	Hhon,HoiH23,Tadh,TrH2	Placozoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57770	TrH2_TrispH2_009416-RA	Hhon_g06082.t1	HoiH23_PlH23_006683-RA														
OG_11850		HoiH23,Tadh,TrH2	Placozoa	Hhon	Hhon,HoiH23,Tadh,TrH2	Placozoa		3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT62184	TrH2_TrispH2_009797-RA	Hhon_g08180.t1	HoiH23_PlH23_007434-RA														,CD20/
OG_11897	transmembrane_protein_163	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel,Hvul	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54508	TrH2_TrispH2_001238-RA	Hhon_g09579.t1	HoiH23_PlH23_003071-RA														Cation_efflux/
OG_1427	neuronal_calcium_sensor_1	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Hvul,Mlei,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Bilateria	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003072-RA	Hhon_g01260.t1	HoiH23_PlH23_011120-RA	Nvec_v1g230938													EF-hand_7/,EF-hand_8/EF-hand_7/
OG_1759	suppressor_of_cytokine_signaling_2	Hhon,HoiH23,TrH2	Placozoa	Tadh	Hhon,HoiH23,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Hvul,Mlei	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_007858-RA	Hhon_g04798.t1	HoiH23_PlH23_001592-RA														SH2/SOCS_box/
OG_1898		HoiH23,Tadh,TrH2	Placozoa	Hhon	Hhon,HoiH23,Hvul,Mlei,Spolac,Tadh,TrH2	Metazoa	Anthozoa,Bilateria	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30433	TrH2_TrispH2_010019-RA	Hhon_g08727.t1	HoiH23_PlH23_009275-RA														ADP_ribosyl_GH/
