TrH2_hyp_clust10124.t1		DDE_Tnp_4/
TrH2_TrispH2_003820-RA	nibrin	FHA/BRCT/NIBRIN_BRCT_II/Nbs1_C/
TrH2_TrispH2_003821-RA		
TrH2_TrispH2_003822-RA	zinc_finger_AN1_type_containing_1	
TrH2_TrispH2_003823-RA	SAC1_like_phosphatidylinositide_phosphatase	Syja_N/
TrH2_TrispH2_003824-RA	mitochondrial_ribosomal_protein_L52	MRPL52/
TrH2_TrispH2_003825-RA	solute_carrier_family_7_member_9	AA_permease_2/
TrH2_TrispH2_003826-RA	solute_carrier_family_7_member_9	AA_permease_2/
TrH2_TrispH2_003827-RA	junctophilin_3	MORN/MORN/MORN/MORN/MORN/
TrH2_TrispH2_003828-RA	eukaryotic_translation_initiation_factor_2_subunit_beta	eIF-5_eIF-2B/
TrH2_TrispH2_003829-RA	dehydrogenase_reductase_1	adh_short/
TrH2_TrispH2_003830-RA	dehydrogenase_reductase_1	adh_short/
TrH2_TrispH2_003831-RA	centrosomal_protein_72	LRR_9/
TrH2_TrispH2_003832-RA	tubulin_polymerization_promoting_protein_family_member_2	p25-alpha/
TrH2_TrispH2_003833-RA	RNA_polymerase_II_subunit_C	RNA_pol_L/RNA_pol_A_bac/
TrH2_TrispH2_003834-RA	potassium_calcium_activated_channel_subfamily_M_alpha_1	Ion_trans_2/TrkA_N/BK_channel_a/
TrH2_TrispH2_003835-RA	ubiquitin_conjugating_enzyme_E2_C	UQ_con/
TrH2_TrispH2_003836-RA	RAN_binding_protein_10	SPRY/CLTH/
TrH2_TrispH2_003837-RA	leucine_rich_melanocyte_differentiation_associated	LRR_9/
TrH2_TrispH2_003838-RA	H2A.Z_variant_histone_2	Histone/Histone_H2A_C/
TrH2_TrispH2_003839-RA	trafficking_protein_particle_complex_8	TRAPPC-Trs85/
TrH2_TrispH2_003840-RA	sorting_nexin_20	PX/
TrH2_TrispH2_003841-RA	integrator_complex_subunit_8	
TrH2_TrispH2_003842-RA	protein_O_glucosyltransferase_2	Filamin/Glyco_transf_90/
TrH2_TrispH2_003843-RA		HMG_box/
TrH2_TrispH2_003844-RA	protein_arginine_methyltransferase_7	PrmA/
TrH2_TrispH2_003845-RA		
TrH2_TrispH2_003846-RA	DEAH_box_helicase_35	Helicase_C/HA2/OB_NTP_bind/
TrH2_TrispH2_003847-RA	peptidase_M20_domain_containing_2	M20_dimer/
TrH2_TrispH2_003848-RA	uracil_phosphoribosyltransferase_homolog	UPRTase/
TrH2_TrispH2_003849-RA	glucose_fructose_oxidoreductase_domain_containing_2	
TrH2_TrispH2_003850-RA	glucose_fructose_oxidoreductase_domain_containing_1	GFO_IDH_MocA/
TrH2_TrispH2_003851-RA	sirtuin_5	SIR2/
TrH2_TrispH2_003852-RA	chromosome_transmission_fidelity_factor_8	Ctf8/
TrH2_TrispH2_003853-RA		Avidin/
TrH2_TrispH2_003854-RA	neuropeptide_FF_receptor_2	7tm_1/
TrH2_TrispH2_003855-RA	growth_arrest_specific_8	GAS/
TrH2_TrispH2_003856-RA	leucine_rich_repeat_containing_69	LRR_8/
TrH2_TrispH2_003857-RA	RAB5_interacting_factor	Rab5ip/
TrH2_TrispH2_003858-RA	RAB_interacting_factor	Mss4/
TrH2_TrispH2_003859-RA	rhophilin_Rho_GTPase_binding_protein_2	BRO1/
TrH2_TrispH2_003860-RA	abhydrolase_domain_containing_4_N_acyl_phospholipase_B	Abhydrolase_1/
TrH2_TrispH2_003861-RA	6_phosphogluconolactonase	Glucosamine_iso/
TrH2_TrispH2_003862-RA	chromosome_16_open_reading_frame_87	
TrH2_TrispH2_003863-RA	glutamic_pyruvic_transaminase_2	Aminotran_1_2/
TrH2_TrispH2_003864-RA	2_phosphoxylose_phosphatase_1	His_Phos_2/His_Phos_2/
TrH2_TrispH2_003865-RA	ubiquinol_cytochrome_c_reductase_Rieske_iron_sulfur_polypeptide_1	UCR_TM/Rieske/
TrH2_TrispH2_003866-RA		
TrH2_TrispH2_003867-RA	eukaryotic_translation_initiation_factor_2_alpha_kinase_1	Pkinase/Pkinase/
TrH2_TrispH2_003868-RA	DEAD_box_helicase_17	DEAD/Helicase_C/
TrH2_TrispH2_003869-RA	ubiquitin_specific_peptidase_10	UCH/
TrH2_TrispH2_003870-RA	achaete_scute_family_bHLH_transcription_factor_1	HLH/
TrH2_TrispH2_003871-RA	achaete_scute_family_bHLH_transcription_factor_5	HLH/
TrH2_TrispH2_003872-RA	achaete_scute_family_bHLH_transcription_factor_5	HLH/
TrH2_TrispH2_003873-RA	translocator_protein	TspO_MBR/
TrH2_TrispH2_003874-RA	translocator_protein	TspO_MBR/
TrH2_TrispH2_003875-RA	mitogen_activated_protein_kinase_8_interacting_protein_1	SH3_9/PID/
TrH2_TrispH2_003876-RA	39S_ribosomal_protein_L23_mitochondrial	Ribosomal_L23/
TrH2_TrispH2_003877-RA	AE_binding_protein_2	
TrH2_TrispH2_003878-RA		
TrH2_TrispH2_003879-RA	ATP_synthase_peripheral_stalk_membrane_subunit_b	Mt_ATP-synt_B/
TrH2_TrispH2_003880-RA	tubulin_gamma_complex_associated_protein_2	GCP_N_terminal/GCP_C_terminal/
TrH2_TrispH2_003881-RA	transmembrane_O_mannosyltransferase_targeting_cadherins_2	DUF1736/TPR_1/TPR_12/TPR_8/TPR_16/TPR_1/
TrH2_TrispH2_003882-RA	NAD_synthetase_1	CN_hydrolase/NAD_synthase/
TrH2_TrispH2_003883-RA		
TrH2_TrispH2_003884-RA	peptidylglycine_alpha_amidating_monooxygenase	Cu2_monooxygen/Cu2_monoox_C/NHL/NHL/Kazal_2/Kazal_1/Kazal_2/
TrH2_TrispH2_003885-RA		PH/
TrH2_TrispH2_003886-RA	ubiquitin_associated_protein_2_like	
TrH2_TrispH2_003887-RA	TP53_induced_glycolysis_regulatory_phosphatase	His_Phos_1/
TrH2_TrispH2_003888-RA	staphylococcal_nuclease_and_tudor_domain_containing_1	SNase/SNase/SNase/SNase/TUDOR/
TrH2_TrispH2_003889-RA	DEAF1_transcription_factor	SAND/
TrH2_TrispH2_003890-RA	PAT1_homolog_1_processing_body_mRNA_decay_factor	
TrH2_TrispH2_003891-RA	serine_threonine_kinase_33	Pkinase/
TrH2_TrispH2_003892-RA	SH3_domain_containing_GRB2_like_3_endophilin_A3	BAR/SH3_1/
TrH2_TrispH2_003893-RA	abhydrolase_domain_containing_11	Abhydrolase_1/
TrH2_TrispH2_003894-RA	ADP_ribosylation_factor_like_GTPase_15	Arf/
TrH2_TrispH2_003895-RA	NADH_ubiquinone_oxidoreductase_subunit_S4	ETC_C1_NDUFA4/
TrH2_TrispH2_003896-RA	SPG21_abhydrolase_domain_containing_maspardin	Abhydrolase_1/
TrH2_TrispH2_003897-RA	acyl_CoA_synthetase_bubblegum_family_member_1	AMP-binding/
TrH2_TrispH2_003898-RA	glucosylceramidase_beta	Glyco_hydro_30/
TrH2_TrispH2_003899-RA	ankyrin_repeat_and_LEM_domain_containing_1	Ank_2/LEM/
TrH2_TrispH2_003900-RA	family_with_sequence_similarity_227_member_B	FWWh/
TrH2_TrispH2_003901-RA	protein_inhibitor_of_activated_STAT_3	PINIT/zf-MIZ/
TrH2_TrispH2_003902-RA	hydrogen_voltage_gated_channel_1	
TrH2_TrispH2_003903-RA	hydrogen_voltage_gated_channel_1	Ion_trans/
TrH2_TrispH2_003904-RA		Peptidase_C26/
TrH2_TrispH2_003905-RA	hydrogen_voltage_gated_channel_1	Ion_trans/
TrH2_TrispH2_003906-RA	electron_transfer_flavoprotein_subunit_alpha	ETF/ETF_alpha/
TrH2_TrispH2_003907-RA	katanin_catalytic_subunit_A1_like_2	AAA/AAA_lid_3/
TrH2_TrispH2_003908-RA	NEDD4_like_E3_ubiquitin_protein_ligase	C2/WW/WW/WW/WW/HECT/
TrH2_TrispH2_003909-RA	Rho_Rac_guanine_nucleotide_exchange_factor_18	RhoGEF/PH_16/
TrH2_TrispH2_003910-RA	mannose_6_phosphate_receptor_cation_dependent	ATG27/
TrH2_TrispH2_003911-RA	tetratricopeptide_repeat_domain_37	TPR_8/TPR_8/
TrH2_TrispH2_003912-RA	SUB1_regulator_of_transcription	PC4/
TrH2_TrispH2_003913-RA		4F5/
TrH2_TrispH2_003914-RA	survival_of_motor_neuron_2_centromeric	SMN/
TrH2_TrispH2_003915-RA		
TrH2_TrispH2_003916-RA	mitochondrial_ribosomal_protein_L24	KOW/ribosomal_L24/
TrH2_TrispH2_003917-RA	SURP_and_G_patch_domain_containing_1	G-patch/
TrH2_TrispH2_003918-RA	RAS_p21_protein_activator_1	SH2/SH2/PH/C2/RasGAP/
TrH2_TrispH2_003919-RA	Src_homology_2_domain_containing_F	SH2/
TrH2_TrispH2_003920-RA	dolichol_kinase	
TrH2_TrispH2_003921-RA	protein_prenyltransferase_alpha_subunit_repeat_containing_1	PPTA/PPTA/
TrH2_TrispH2_003922-RA	nudix_hydrolase_12	Ank_2/zf-NADH-PPase/NUDIX/
TrH2_TrispH2_003923-RA	keratinocyte_associated_protein_2	Keratin_assoc/
TrH2_TrispH2_003924-RA		Ammonium_transp/
TrH2_TrispH2_003925-RA	lamin_A_C	Filament/LTD/
TrH2_TrispH2_003926-RA	lamin_A_C	Filament/
TrH2_TrispH2_003927-RA	methylmalonyl_CoA_epimerase	Glyoxalase_4/
TrH2_TrispH2_003928-RA		
TrH2_TrispH2_003929-RA	programmed_cell_death_7	PDCD7/
TrH2_TrispH2_003930-RA	novel_protein	Ribosomal_S17e/
TrH2_TrispH2_003931-RA	YTH_domain_containing_2	R3H/DEAD/Helicase_C/HA2/YTH/YTH/
TrH2_TrispH2_003932-RA	vacuolar_protein_sorting_45_homolog	Sec1/
TrH2_TrispH2_003933-RA	transmembrane_BAX_inhibitor_motif_containing_6	Bax1-I/
TrH2_TrispH2_003934-RA	ectodermal_neural_cortex_1	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
TrH2_TrispH2_003935-RA	DEAD_box_helicase_49	DEAD/Helicase_C/
TrH2_TrispH2_003936-RA	eukaryotic_translation_initiation_factor_3_subunit_J	eIF3_subunit/
TrH2_TrispH2_003937-RA	SPG11_vesicle_trafficking_associated_spatacsin	Spatacsin_C/
TrH2_TrispH2_003938-RA	Ts_translation_elongation_factor_mitochondrial	EF_TS/
TrH2_TrispH2_003939-RA	coiled_coil_domain_containing_124	Ccdc124/
TrH2_TrispH2_003940-RA	guanylate_kinase_1	Guanylate_kin/
TrH2_TrispH2_003941-RA	NME_NM23_family_member_8	Thioredoxin/NDK/NDK/NDK/
TrH2_TrispH2_003942-RA	kalirin_RhoGEF_kinase	
TrH2_TrispH2_003943-RA	trio_Rho_guanine_nucleotide_exchange_factor	Spectrin/Spectrin/Spectrin/
TrH2_TrispH2_003944-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
TrH2_TrispH2_003945-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
TrH2_TrispH2_003946-RA	N_glycanase_1	PUB/Rad4/PAW/
TrH2_TrispH2_003947-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
TrH2_TrispH2_003948-RA	oxysterol_binding_protein_like_6	Oxysterol_BP/
TrH2_TrispH2_003949-RA	beclin_1	APG6/
TrH2_TrispH2_003950-RA		
TrH2_TrispH2_003951-RA	lysine_demethylase_8	Cupin_8/
TrH2_TrispH2_003952-RA	1_acylglycerol_3_phosphate_O_acyltransferase_1	Acyltransferase/
TrH2_TrispH2_003953-RA	1_acylglycerol_3_phosphate_O_acyltransferase_1	Acyltransferase/
TrH2_TrispH2_003954-RA	usherin	fn3/
TrH2_TrispH2_003955-RA	transmembrane_serine_protease_15	MAM/MAM/EGF/EGF/MAM/MAM/Trypsin/
TrH2_TrispH2_003956-RA		
TrH2_TrispH2_003957-RA		
TrH2_TrispH2_003958-RA	transmembrane_serine_protease_5	MAM/MAM/Trypsin/
TrH2_TrispH2_003959-RA	transmembrane_serine_protease_11B	Trypsin/
TrH2_TrispH2_003960-RA	transmembrane_serine_protease_6	MAM/MAM/EGF/MAM/MAM/Trypsin/
TrH2_TrispH2_003961-RA	mitogen_activated_protein_kinase_kinase_7	Pkinase/
TrH2_TrispH2_003962-RA	reticulocalbin_1	EF-hand_5/EF-hand_7/
TrH2_TrispH2_003963-RA		
TrH2_TrispH2_003964-RA	cell_division_cycle_23	ANAPC8/TPR_6/TPR_8/TPR_11/TPR_8/
TrH2_TrispH2_003965-RA		
TrH2_TrispH2_003966-RA	euchromatic_histone_lysine_methyltransferase_2	Ank_2/Ank_2/Ank_2/Pre-SET/SET/Ham1p_like/
TrH2_TrispH2_003967-RA	deleted_in_malignant_brain_tumors_1	MAM/SRCR/SRCR/
TrH2_TrispH2_003968-RA	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/MAM/SRCR/MAM/SRCR/SRCR/MAM/
TrH2_TrispH2_003969-RA		
TrH2_TrispH2_003970-RA	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/
TrH2_TrispH2_003971-RA	deleted_in_malignant_brain_tumors_1	EGF/EGF/EGF_CA/EGF_CA/EGF/FXa_inhibition/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/
TrH2_TrispH2_003972-RA	growth_arrest_specific_6	MAM/
TrH2_TrispH2_003973-RA	vav_guanine_nucleotide_exchange_factor_3	CH/RhoGEF/PH/C1_1/SH2/SH3_1/
TrH2_TrispH2_003974-RA		Patatin/
TrH2_TrispH2_003975-RA	SET_and_MYND_domain_containing_3	SET/zf-MYND/
TrH2_TrispH2_003976-RA	mitochondrial_ribosomal_protein_S31	MRP-S31/
TrH2_TrispH2_003977-RA	dynein_axonemal_assembly_factor_5	
TrH2_TrispH2_003978-RA	general_transcription_factor_IIIC_subunit_5	Tau95_N/Tau95/
TrH2_TrispH2_003979-RA	COP1_E3_ubiquitin_ligase	zf-C3HC4_2/WD40/WD40/
TrH2_TrispH2_003980-RA		
TrH2_TrispH2_003981-RA	meiotic_double_stranded_break_formation_protein_4	
TrH2_TrispH2_003982-RA	SAMM50_sorting_and_assembly_machinery_component	Omp85/
TrH2_TrispH2_003983-RA	cyclin_H	Cyclin_N/Cyclin_C_2/
TrH2_TrispH2_003984-RA	phosphatidylinositol_4_kinase_beta	PI3_PI4_kinase/PI3_PI4_kinase/
TrH2_TrispH2_003985-RA	guanine_deaminase	Amidohydro_1/
TrH2_TrispH2_003986-RA	cytosolic_iron_sulfur_assembly_component_1	WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_003987-RA	cytochrome_c_somatic	Cytochrom_C/
TrH2_TrispH2_003988-RA	pyruvate_kinase_M1_2	PK/PK_C/
TrH2_TrispH2_003989-RA	phospholipase_A2_activating_protein	WD40/WD40/WD40/WD40/WD40/PFU/PUL/
TrH2_TrispH2_003990-RA		
TrH2_TrispH2_003991-RA	vacuolar_protein_sorting_13_homolog_C	SHR-BD/WWE/VPS13_C/ATG_C/
TrH2_TrispH2_003992-RA	solute_carrier_family_39_member_7	Zip/
TrH2_TrispH2_003993-RA	makorin_ring_finger_protein_1	zf-CCCH/zf-CCCH_2/zf-C3HC4/zf-CCCH_2/
TrH2_TrispH2_003994-RA	peptidylprolyl_isomerase_like_1	Pro_isomerase/
TrH2_TrispH2_003995-RA	cubilin	CUB/CUB/CUB/
TrH2_TrispH2_003996-RA		Ank_2/
TrH2_TrispH2_003997-RA	cubilin	CUB/CUB/CUB/
TrH2_TrispH2_003998-RA	queuine_tRNA_ribosyltransferase_accessory_subunit_2	TGT/
TrH2_TrispH2_004000-RA	dolichyl_phosphate_mannosyltransferase_subunit_2_regulatory	DPM2/
TrH2_TrispH2_004001-RA	FKBP_prolyl_isomerase_1A	FKBP_C/
TrH2_TrispH2_004002-RA	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	Cupin_8/
TrH2_TrispH2_004003-RA	family_with_sequence_similarity_102_member_A	NT-C2/
TrH2_TrispH2_004004-RA	tRNA_splicing_endonuclease_subunit_15	Sen15/
TrH2_TrispH2_004005-RA	proline_rich_coiled_coil_2B	BAT2_N/
TrH2_TrispH2_004006-RA	collagen_beta_1_O_galactosyltransferase_1	Glyco_tranf_2_4/Glyco_transf_25/
TrH2_TrispH2_004007-RA		
TrH2_TrispH2_004008-RA	coiled_coil_domain_containing_180	DUF4455/DUF4456/
TrH2_TrispH2_004009-RA	drosha_ribonuclease_III	Ribonuclease_3/Ribonucleas_3_3/dsrm/
TrH2_TrispH2_004010-RA		DUF1761/
TrH2_TrispH2_004011-RA		DUF1761/
TrH2_TrispH2_004012-RA	ankyrin_repeat_and_EF_hand_domain_containing_1	Ank_2/Ank_2/Ank_2/EF-hand_7/Ank_4/
TrH2_TrispH2_004013-RA	kinesin_associated_protein_3	KAP/
TrH2_TrispH2_004014-RA	golgin_A1	GRIP/
TrH2_TrispH2_004015-RA		
TrH2_TrispH2_004016-RA	proteasome_20S_subunit_beta_7	Proteasome/Pr_beta_C/
TrH2_TrispH2_004017-RA		N-glycanase_C/
TrH2_TrispH2_004018-RA	EPH_receptor_A3	Ephrin_lbd/
TrH2_TrispH2_004019-RA	solute_carrier_family_27_member_4	AMP-binding/AMP-binding_C/
TrH2_TrispH2_004020-RA		7tm_1/
TrH2_TrispH2_004021-RA	McKusick_Kaufman_syndrome	Cpn60_TCP1/
TrH2_TrispH2_004022-RA	protein_phosphatase_3_regulatory_subunit_B_alpha	EF-hand_5/
TrH2_TrispH2_004023-RA	glucosidase_II_alpha_subunit	Gal_mutarotas_2/Glyco_hydro_31/DUF5110/
TrH2_TrispH2_004024-RA	calpain_3	Peptidase_C2/Calpain_III/
TrH2_TrispH2_004025-RA	splicing_factor_3b_subunit_2	SAP/DUF382/PSP/
TrH2_TrispH2_004026-RA	VRK_serine_threonine_kinase_1	Pkinase/
TrH2_TrispH2_004027-RA	glutaminyl_peptide_cyclotransferase_like	Peptidase_M28/
TrH2_TrispH2_004028-RA	GTP_cyclohydrolase_1	GTP_cyclohydroI/
TrH2_TrispH2_004029-RA	tRNA_methyltransferase_subunit_11_2	Trm112p/
TrH2_TrispH2_004030-RA	sterile_alpha_motif_domain_containing_4A	SAM_1/
TrH2_TrispH2_004031-RA	tetratricopeptide_repeat_domain_8	TPR_8/
TrH2_TrispH2_004032-RA	dehydrogenase_E1_and_transketolase_domain_containing_1	E1_dh/
TrH2_TrispH2_004033-RA	AAR2_splicing_factor	AAR2/
TrH2_TrispH2_004034-RA	diphthamine_biosynthesis_6	Diphthami_syn_2/Ribonuc_L-PSP/Ribonuc_L-PSP/
TrH2_TrispH2_004035-RA	golgin_A5	Golgin_A5/
TrH2_TrispH2_004036-RA	syntaxin_5	SNARE/
TrH2_TrispH2_004037-RA	claspin	
TrH2_TrispH2_004038-RA	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_7	Methyltransf_28/
TrH2_TrispH2_004039-RA	MNAT1_component_of_CDK_activating_kinase	zf-C3HC4_5/MAT1/
TrH2_TrispH2_004040-RA	forkhead_box_G1	Forkhead/
TrH2_TrispH2_004041-RA	Ral_GTPase_activating_protein_catalytic_subunit_alpha_1	Rap_GAP/
TrH2_TrispH2_004042-RA	cytochrome_c_oxidase_assembly_factor_4_homolog	
TrH2_TrispH2_004043-RA	TatD_DNase_domain_containing_1	TatD_DNase/
TrH2_TrispH2_004044-RA	DEAD_box_helicase_28	DEAD/Helicase_C/
TrH2_TrispH2_004045-RA	BRISC_and_BRCA1_A_complex_member_2	BRE/
TrH2_TrispH2_004046-RA	GDP_D_glucose_phosphorylase_1	
TrH2_TrispH2_004047-RA	mediator_complex_subunit_17	
TrH2_TrispH2_004048-RA		MIase/MIase/
TrH2_TrispH2_004049-RA	pecanex_4	Pecanex_C/
TrH2_TrispH2_004050-RA	mitochondrial_ribosomal_protein_S23	MRP-S23/
TrH2_TrispH2_004051-RA		
TrH2_TrispH2_004052-RA	helicase_for_meiosis_1	Sec63/
TrH2_TrispH2_004053-RA	helicase_for_meiosis_1	DEAD/
TrH2_TrispH2_004054-RA	coiled_coil_domain_containing_62	
TrH2_TrispH2_004055-RA	sphingolipid_transporter_1_putative	MFS_1/
TrH2_TrispH2_004056-RA	sphingolipid_transporter_1_putative	MFS_1/
TrH2_TrispH2_004057-RA	sphingolipid_transporter_1_putative	MFS_1/
TrH2_TrispH2_004058-RA	sphingolipid_transporter_1_putative	MFS_1/
TrH2_TrispH2_004059-RA	serine_and_arginine_rich_splicing_factor_1	RRM_1/RRM_1/
TrH2_TrispH2_004060-RA	density_regulated_re_initiation_and_release_factor	SUI1/
TrH2_TrispH2_004061-RA	coenzyme_Q5_methyltransferase	Ubie_methyltran/
TrH2_TrispH2_004062-RA	dynein_light_chain_LC8_type_2	Dynein_light/
TrH2_TrispH2_004063-RA	poly_ADP_ribose_polymerase_1	zf-PARP/PADR1/BRCT/PARP_reg/PARP/
TrH2_TrispH2_004064-RA	poly_ADP_ribose_polymerase_1	zf-PARP/PADR1/WGR/PARP_reg/PARP/
TrH2_TrispH2_004065-RA	spondin_1	Spond_N/
TrH2_TrispH2_004066-RA	spondin_1	Spond_N/Spond_N/
TrH2_TrispH2_004067-RA	nitric_oxide_synthase_1	NO_synthase/Flavodoxin_1/FAD_binding_1/NAD_binding_1/
TrH2_TrispH2_004068-RA	acyl_CoA_oxidase_3_pristanoyl	Acyl-CoA_dh_M/Acyl-CoA_dh_1/ACOX/
TrH2_TrispH2_004069-RA	ENSP00000504382.1	MORN/MORN/MORN/MORN/MORN/MORN/MORN/
TrH2_TrispH2_004070-RA	branched_chain_keto_acid_dehydrogenase_kinase	BCDHK_Adom3/HATPase_c/
TrH2_TrispH2_004071-RA	ORAI_calcium_release_activated_calcium_modulator_2	Orai-1/
TrH2_TrispH2_004072-RA	lysine_demethylase_2A	JmjC/JHD/zf-CXXC/PHD_4/
TrH2_TrispH2_004073-RA		
TrH2_TrispH2_004074-RA	prostaglandin_I2_receptor	7tm_1/
TrH2_TrispH2_004075-RA	myosin_IH	Myosin_head/Myosin_TH1/
TrH2_TrispH2_004076-RA		GIY-YIG/
TrH2_TrispH2_004077-RA	solute_carrier_family_43_member_2	
TrH2_TrispH2_004078-RA		
TrH2_TrispH2_004079-RA		
TrH2_TrispH2_004080-RA	RUS_family_member_1	DUF647/
TrH2_TrispH2_004081-RA	calmodulin_1	EF-hand_7/EF-hand_7/
TrH2_TrispH2_004082-RA	BRO1_domain_and_CAAX_motif_containing	BRO1/
TrH2_TrispH2_004083-RA	ribosomal_protein_S6_kinase_A5	Pkinase/Pkinase_C/Pkinase/
TrH2_TrispH2_004084-RA	mitochondrial_translational_initiation_factor_2	GTP_EFTU/IF-2/
TrH2_TrispH2_004085-RA	ribosomal_protein_S27a	ubiquitin/Ribosomal_S27/
TrH2_TrispH2_004086-RA	sperm_tail_PG_rich_repeat_containing_4	SHIPPO-rpt/SHIPPO-rpt/
TrH2_TrispH2_004087-RA	tetratricopeptide_repeat_domain_7A	TPR_8/TPR_8/
TrH2_TrispH2_004088-RA	phosphofurin_acidic_cluster_sorting_protein_2	Pacs-1/
TrH2_TrispH2_004089-RA	poly_ADP_ribose_polymerase_1	zf-PARP/zf-PARP/PADR1/BRCT/WGR/PARP_reg/PARP/
TrH2_TrispH2_004090-RA	arginase_1	Arginase/
TrH2_TrispH2_004091-RA	actin_related_protein_2	Actin/
TrH2_TrispH2_004092-RA	kinase_insert_domain_receptor	
TrH2_TrispH2_004093-RA	mitochondrial_ribosomal_protein_S33	MRP-S33/
TrH2_TrispH2_004094-RA	centriolin	LRR_9/
TrH2_TrispH2_004095-RA	kelch_like_family_member_6	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
TrH2_TrispH2_004096-RA	tetratricopeptide_repeat_domain_16	TPR_16/
TrH2_TrispH2_004097-RA	protein_O_linked_mannose_N_acetylglucosaminyltransferase_1_beta_1_2	ILEI/GNT-I/
TrH2_TrispH2_004098-RA	queuine_tRNA_ribosyltransferase_catalytic_subunit_1	TGT/
TrH2_TrispH2_004099-RA		DUF4660/
TrH2_TrispH2_004100-RA	PTEN_induced_kinase_1	Pkinase/
TrH2_TrispH2_004101-RA	WD_repeat_domain_5	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_004102-RA	solute_carrier_family_9_member_A2	Na_H_Exchanger/
TrH2_TrispH2_004103-RA	hemicentin_1	TSP_1/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
TrH2_TrispH2_004104-RA	RNA_polymerase_I_subunit_H	TFIIS_C/
TrH2_TrispH2_004105-RA	BUB3_mitotic_checkpoint_protein	WD40/WD40/
TrH2_TrispH2_004106-RA	thiosulfate_sulfurtransferase_like_domain_containing_1	Rhodanese/Rhodanese/
TrH2_TrispH2_004107-RA	dimethylarginine_dimethylaminohydrolase_1	Amidinotransf/
TrH2_TrispH2_004108-RA	BAG_cochaperone_6	ubiquitin/
TrH2_TrispH2_004109-RA	protein_O_mannosyltransferase_1	PMT/MIR/PMT_4TMC/
TrH2_TrispH2_004110-RA		SHIPPO-rpt/SHIPPO-rpt/
TrH2_TrispH2_004111-RA	pitrilysin_metallopeptidase_1	Peptidase_M16/Peptidase_M16_C/
TrH2_TrispH2_004112-RA	NIMA_related_kinase_7	Pkinase/
TrH2_TrispH2_004113-RA	component_of_oligomeric_golgi_complex_7	COG7/
TrH2_TrispH2_004114-RA	exosome_component_2	ECR1_N/KH_6/
TrH2_TrispH2_004115-RA		
TrH2_TrispH2_004116-RA	prefoldin_subunit_6	Prefoldin_2/
TrH2_TrispH2_004117-RA	THO_complex_3	WD40/WD40/ANAPC4_WD40/WD40/
TrH2_TrispH2_004118-RA		
TrH2_TrispH2_004119-RA	neutrophil_cytosolic_factor_2	
TrH2_TrispH2_004120-RA	patatin_like_phospholipase_domain_containing_6	cNMP_binding/cNMP_binding/cNMP_binding/Patatin/
TrH2_TrispH2_004121-RA	microsomal_glutathione_S_transferase_2	MAPEG/
TrH2_TrispH2_004122-RA	cell_division_cycle_7	Pkinase/
TrH2_TrispH2_004123-RA		
TrH2_TrispH2_004124-RA	MORN_repeat_containing_5	MORN/MORN/
TrH2_TrispH2_004125-RA	ribosomal_protein_L7a	Ribosomal_L7Ae/
TrH2_TrispH2_004126-RA	mediator_complex_subunit_22	Med22/
TrH2_TrispH2_004127-RA	SURF1_cytochrome_c_oxidase_assembly_factor	SURF1/
TrH2_TrispH2_004128-RA	ubiquitin_related_modifier_1	Urm1/
TrH2_TrispH2_004129-RA	melatonin_receptor_1A	7tm_1/
TrH2_TrispH2_004130-RA		
TrH2_TrispH2_004131-RA	melatonin_receptor_1A	7tm_1/
TrH2_TrispH2_004132-RA	hypocretin_receptor_2	7tm_1/
TrH2_TrispH2_004133-RA	cache_domain_containing_1	VWA/
TrH2_TrispH2_004134-RA	nicotinamide_phosphoribosyltransferase	DUF5598/NAPRTase/
TrH2_TrispH2_004135-RA	transmembrane_protein_115	DUF1751/
TrH2_TrispH2_004136-RA		Ank_2/
TrH2_TrispH2_004137-RA	olfactory_receptor_family_51_subfamily_L_member_1	7tm_1/
TrH2_TrispH2_004138-RA	G_protein_coupled_receptor_21	7tm_1/
TrH2_TrispH2_004139-RA	G_protein_coupled_receptor_21	7tm_1/
TrH2_TrispH2_004140-RA	ribosomal_protein_L35	Ribosomal_L29/
TrH2_TrispH2_004141-RA	selenoprotein_F	Sep15_SelM/
TrH2_TrispH2_004142-RA	influenza_virus_NS1A_binding_protein	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
TrH2_TrispH2_004143-RA	pyridoxamine_5_phosphate_oxidase	Putative_PNPOx/PNP_phzG_C/
