HoiH23_g2.t1		
HoiH23_hyp_clust10028.t1	novel_protein	SRCR/
HoiH23_PlH23_002228-RA	eukaryotic_translation_initiation_factor_3_subunit_J	eIF3_subunit/
HoiH23_PlH23_002229-RA	DEAD_box_helicase_49	DEAD/Helicase_C/
HoiH23_PlH23_002230-RA	kelch_like_family_member_23	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
HoiH23_PlH23_002231-RA	transmembrane_BAX_inhibitor_motif_containing_6	Bax1-I/
HoiH23_PlH23_002232-RA	vacuolar_protein_sorting_45_homolog	Sec1/
HoiH23_PlH23_002233-RA	YTH_domain_containing_2	R3H/DEAD/Ank_5/Helicase_C/HA2/OB_NTP_bind/YTH/YTH/
HoiH23_PlH23_002234-RA	ribosomal_protein_S17	Ribosomal_S17e/
HoiH23_PlH23_002235-RA	programmed_cell_death_7	PDCD7/
HoiH23_PlH23_002236-RA	methylmalonyl_CoA_epimerase	Glyoxalase_4/
HoiH23_PlH23_002237-RA		
HoiH23_PlH23_002238-RA	lamin_B1	Filament/Filament/LTD/
HoiH23_PlH23_002239-RA		Ammonium_transp/
HoiH23_PlH23_002240-RA	keratinocyte_associated_protein_2	Keratin_assoc/
HoiH23_PlH23_002241-RA	nudix_hydrolase_12	Ank_2/zf-NADH-PPase/NUDIX/
HoiH23_PlH23_002242-RA	protein_prenyltransferase_alpha_subunit_repeat_containing_1	PPTA/PPTA/
HoiH23_PlH23_002243-RA	dolichol_kinase	
HoiH23_PlH23_002244-RA	Src_homology_2_domain_containing_F	SH2/
HoiH23_PlH23_002245-RA	RAS_p21_protein_activator_1	SH2/SH2/PH/C2/RasGAP/RasGAP/
HoiH23_PlH23_002246-RA	SURP_and_G_patch_domain_containing_1	G-patch/
HoiH23_PlH23_002247-RA	mitochondrial_ribosomal_protein_L24	KOW/ribosomal_L24/
HoiH23_PlH23_002248-RA	survival_of_motor_neuron_2_centromeric	SMN/
HoiH23_PlH23_002249-RA	heat_shock_protein_nuclear_import_factor_hikeshi	DUF775/
HoiH23_PlH23_002250-RA	methylthioribose_1_phosphate_isomerase_1	IF-2B/
HoiH23_PlH23_002251-RA	peptidase_M20_domain_containing_2	Peptidase_M20/M20_dimer/
HoiH23_PlH23_002252-RA	peptidase_M20_domain_containing_2	Peptidase_M20/M20_dimer/
HoiH23_PlH23_002253-RA	peptidase_M20_domain_containing_2	Peptidase_M20/M20_dimer/
HoiH23_PlH23_002254-RA	hexose_6_phosphate_dehydrogenase_glucose_1_dehydrogenase	G6PD_N/G6PD_C/Glucosamine_iso/
HoiH23_PlH23_002255-RA	solute_carrier_family_39_member_8	Zip/
HoiH23_PlH23_002256-RA	solute_carrier_family_39_member_8	Zip/
HoiH23_PlH23_002257-RA	TEN1_CDK3_readthrough_NMD_candidate	Ten1_2/
HoiH23_PlH23_002258-RA	proteasome_26S_subunit_ATPase_3	Prot_ATP_ID_OB/AAA/AAA_lid_3/
HoiH23_PlH23_002259-RA	ATP_binding_cassette_subfamily_B_member_8	ABC_membrane/ABC_tran/
HoiH23_PlH23_002260-RA	acid_phosphatase_1	LMWPc/
HoiH23_PlH23_002261-RA	integrator_complex_subunit_12	PHD/
HoiH23_PlH23_002262-RA	acid_phosphatase_1	LMWPc/
HoiH23_PlH23_002263-RA	F_box_protein_40	zf-TRAF_2/F-box_4/
HoiH23_PlH23_002264-RA	family_with_sequence_similarity_32_member_A	
HoiH23_PlH23_002265-RA	nudix_hydrolase_7	NUDIX/
HoiH23_PlH23_002266-RA	nudix_hydrolase_7	NUDIX/
HoiH23_PlH23_002267-RA	aph_1_homolog_A_gamma_secretase_subunit	Aph-1/
HoiH23_PlH23_002268-RA	nucleoporin_210	Big_2/
HoiH23_PlH23_002269-RA	BRD4_interacting_chromatin_remodeling_complex_associated_protein	GLTSCR1/
HoiH23_PlH23_002270-RA	lamin_tail_domain_containing_1	LTD/
HoiH23_PlH23_002271-RA	damage_specific_DNA_binding_protein_1	MMS1_N/CPSF_A/
HoiH23_PlH23_002272-RA	myelin_regulatory_factor	NDT80_PhoG/Peptidase_S74/MRF_C1/MRF_C2/
HoiH23_PlH23_002273-RA	mutS_homolog_4	MutS_II/MutS_III/MutS_V/
HoiH23_PlH23_002274-RA	choline_kinase_alpha	Choline_kinase/
HoiH23_PlH23_002275-RA	myotubularin_1	C2/Myotub-related/
HoiH23_PlH23_002276-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
HoiH23_PlH23_002277-RA	galactokinase_2	GalKase_gal_bdg/GHMP_kinases_N/GHMP_kinases_C/
HoiH23_PlH23_002278-RA	NADH_ubiquinone_oxidoreductase_subunit_A9	NAD_binding_10/
HoiH23_PlH23_002279-RA	KRR1_small_subunit_processome_component_homolog	KH_8/
HoiH23_PlH23_002280-RA	glucosaminyl_N_acetyl_transferase_family_member_7	Branch/
HoiH23_PlH23_002281-RA		DUF4286/
HoiH23_PlH23_002282-RA		
HoiH23_PlH23_002283-RA	thymidylate_synthetase	Thymidylat_synt/
HoiH23_PlH23_002284-RA	G_protein_coupled_receptor_26	7tm_1/
HoiH23_PlH23_002285-RA		7tm_1/
HoiH23_PlH23_002286-RA		7tm_1/
HoiH23_PlH23_002287-RA		7tm_1/
HoiH23_PlH23_002288-RA		
HoiH23_PlH23_002289-RA		7tm_1/
HoiH23_PlH23_002290-RA		7tm_1/
HoiH23_PlH23_002291-RA	relaxin_family_peptide_receptor_2	7tm_1/
HoiH23_PlH23_002292-RA		7tm_1/
HoiH23_PlH23_002293-RA		7TM_GPCR_Srx/
HoiH23_PlH23_002294-RA	glucosaminyl_N_acetyl_transferase_1	Branch/
HoiH23_PlH23_002295-RA	HPS5_biogenesis_of_lysosomal_organelles_complex_2_subunit_2	
HoiH23_PlH23_002296-RA	nucleobindin_2	EF-hand_7/
HoiH23_PlH23_002297-RA	nucleobindin_2	EF-hand_7/
HoiH23_PlH23_002298-RA	adiponectin_receptor_2	HlyIII/
HoiH23_PlH23_002299-RA	phosphoglycolate_phosphatase	Hydrolase_6/Hydrolase_like/
HoiH23_PlH23_002300-RA	ribosomal_protein_L27a	Ribosomal_L27A/
HoiH23_PlH23_002301-RA	cytochrome_P450_family_4_subfamily_F_member_3	p450/
HoiH23_PlH23_002302-RA	twinkle_mtDNA_helicase	AAA_25/
HoiH23_PlH23_002303-RA	RNA_polymerase_I_subunit_F	
HoiH23_PlH23_002304-RA	AKT1_substrate_1	PRAS/
HoiH23_PlH23_002305-RA	potassium_voltage_gated_channel_subfamily_C_member_1	BTB_2/Ion_trans/
HoiH23_PlH23_002306-RA	PHD_and_ring_finger_domains_1	zf-RING_2/PHD/
HoiH23_PlH23_002307-RA		
HoiH23_PlH23_002308-RA		
HoiH23_PlH23_002309-RA	choline_ethanolamine_phosphotransferase_1	CDP-OH_P_transf/
HoiH23_PlH23_002310-RA	forkhead_box_N3	Forkhead/
HoiH23_PlH23_002311-RA	dual_specificity_phosphatase_10	DSPc/
HoiH23_PlH23_002312-RA	spermatogenesis_associated_17	IQ/IQ/IQ/
HoiH23_PlH23_002313-RA	intersectin_1	C2/C2/C2/
HoiH23_PlH23_002314-RA	dynein_axonemal_heavy_chain_14	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
HoiH23_PlH23_002315-RA	transmembrane_protein_87B	Lung_7-TM_R/
HoiH23_PlH23_002316-RA		NUSAP/
HoiH23_PlH23_002317-RA	aldehyde_dehydrogenase_6_family_member_A1	Aldedh/
HoiH23_PlH23_002318-RA	enoyl_CoA_hydratase_1	ECH_1/ECH_1/
HoiH23_PlH23_002319-RA	enoyl_CoA_hydratase_1	ECH_1/
HoiH23_PlH23_002320-RA	CD163_molecule	MAM/Kringle/SRCR/MAM/Kringle/SRCR/
HoiH23_PlH23_002321-RA	mucin_4_cell_surface_associated	NIDO/VWD/cEGF/FXa_inhibition/cEGF/EGF_3/EGF_CA/SEA/EGF_CA/EGF_CA/
HoiH23_PlH23_002322-RA	epoxide_hydrolase_1	EHN/
HoiH23_PlH23_002323-RA	opioid_receptor_kappa_1	7tm_1/
HoiH23_PlH23_002324-RA	synaptic_vesicle_glycoprotein_2B	MFS_1/
HoiH23_PlH23_002325-RA	decapping_enzyme_scavenger	DcpS/DcpS_C/
HoiH23_PlH23_002326-RA	metabolism_of_cobalamin_associated_A	MeaB/
HoiH23_PlH23_002327-RA	X_ray_repair_cross_complementing_1	XRCC1_N/PTCB-BRCT/BRCT_2/
HoiH23_PlH23_002328-RA	adrenoceptor_alpha_2B	7tm_1/
HoiH23_PlH23_002329-RA		Ank_2/
HoiH23_PlH23_002330-RA	immunoglobulin_mu_DNA_binding_protein_2	AAA_11/AAA_12/R3H/zf-AN1/
HoiH23_PlH23_002331-RA	centrosomal_AT_AC_splicing_factor	CCDC84/
HoiH23_PlH23_002332-RA	NME_NM23_family_member_5	NDK/
HoiH23_PlH23_002333-RA	titin	ig/Ig_3/fn3/fn3/fn3/
HoiH23_PlH23_002334-RA	RNA_binding_motif_protein_3	RRM_1/GYF/
HoiH23_PlH23_002335-RA	translocase_of_outer_mitochondrial_membrane_40	Porin_3/
HoiH23_PlH23_002336-RA		JHY/
HoiH23_PlH23_002337-RA	ADAM_metallopeptidase_domain_12	Pep_M12B_propep/Reprolysin/Disintegrin/ADAM_CR/
HoiH23_PlH23_002338-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_002339-RA	Sin3A_associated_protein_130	SAP130_C/
HoiH23_PlH23_002340-RA		
HoiH23_PlH23_002341-RA		
HoiH23_PlH23_002342-RA	TNF_receptor_associated_factor_7	zf-C3HC4_2/zf-TRAF/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_002343-RA	lactate_dehydrogenase_D	FAD_binding_4/FAD-oxidase_C/
HoiH23_PlH23_002344-RA	neuropeptide_FF_receptor_2	7tm_1/
HoiH23_PlH23_002345-RA	neuropeptide_Y_receptor_Y2	7tm_1/
HoiH23_PlH23_002346-RA	opioid_related_nociceptin_receptor_1	7tm_1/
HoiH23_PlH23_002347-RA	solute_carrier_family_35_member_A3	Nuc_sug_transp/
HoiH23_PlH23_002348-RA	prefoldin_subunit_2	Prefoldin_2/
HoiH23_PlH23_002349-RA		
HoiH23_PlH23_002350-RA		
HoiH23_PlH23_002351-RA	NADH_ubiquinone_oxidoreductase_core_subunit_S2	Complex1_49kDa/
HoiH23_PlH23_002352-RA	activating_signal_cointegrator_1_complex_subunit_1	KH_1/AKAP7_NLS/
HoiH23_PlH23_002353-RA	ring_finger_protein_167	PA/zf-RING_2/
HoiH23_PlH23_002354-RA		Profilin/
HoiH23_PlH23_002355-RA	NME_NM23_family_member_7	NDK/NDK/
HoiH23_PlH23_002356-RA	acyl_CoA_synthetase_long_chain_family_member_4	AMP-binding/
HoiH23_PlH23_002357-RA	WASH_complex_subunit_3	CCDC53/
HoiH23_PlH23_002358-RA	BLOC_1_related_complex_subunit_5	LOH1CR12/
HoiH23_PlH23_002359-RA		
HoiH23_PlH23_002360-RA		
HoiH23_PlH23_002361-RA		
HoiH23_PlH23_002362-RA	bone_marrow_stromal_cell_antigen_1	Rib_hydrolayse/
HoiH23_PlH23_002363-RA	bone_marrow_stromal_cell_antigen_1	Rib_hydrolayse/
HoiH23_PlH23_002364-RA	bone_marrow_stromal_cell_antigen_1	Rib_hydrolayse/
HoiH23_PlH23_002365-RA	bone_marrow_stromal_cell_antigen_1	Rib_hydrolayse/
HoiH23_PlH23_002366-RA	SRY_box_transcription_factor_14	HMG_box/
HoiH23_PlH23_002367-RA	guanylate_cyclase_1_soluble_subunit_beta_1	HNOB/HNOBA/HNOBA/Guanylate_cyc/
HoiH23_PlH23_002368-RA	muscleblind_like_splicing_regulator_1	zf-CCCH/
HoiH23_PlH23_002369-RA	Zic_family_member_2	zf_ZIC/zf-C2H2/zf-C2H2/zf-C2H2/
HoiH23_PlH23_002370-RA	WD_repeat_domain_44	WD40/WD40/WD40/WD40/
HoiH23_PlH23_002371-RA	poly_A_binding_protein_cytoplasmic_4	RRM_1/
HoiH23_PlH23_002372-RA	THAP_domain_containing_4	DUF1794/
HoiH23_PlH23_002373-RA	intraflagellar_transport_80	WD40/WD40/WD40/
HoiH23_PlH23_002374-RA	lysozyme_g2	
HoiH23_PlH23_002375-RA	lysophospholipase_like_1	Abhydrolase_2/
HoiH23_PlH23_002376-RA	MINDY_lysine_48_deubiquitinase_4	DUF4205/
HoiH23_PlH23_002377-RA	methylcrotonoyl_CoA_carboxylase_1	Biotin_carb_N/CPSase_L_D2/Biotin_carb_C/Biotin_lipoyl/
HoiH23_PlH23_002378-RA	chromosome_X_open_reading_frame_58	
HoiH23_PlH23_002379-RA	growth_hormone_regulated_TBC_protein_1	RabGAP-TBC/
HoiH23_PlH23_002380-RA		
HoiH23_PlH23_002381-RA	lysosomal_associated_membrane_protein_2	
HoiH23_PlH23_002382-RA	autophagy_related_4A_cysteine_peptidase	Peptidase_C54/
HoiH23_PlH23_002383-RA	sphingosine_kinase_2	DAGK_cat/
HoiH23_PlH23_002384-RA	OTU_deubiquitinase_3	OTU/
HoiH23_PlH23_002385-RA		
HoiH23_PlH23_002386-RA		
HoiH23_PlH23_002387-RA		
HoiH23_PlH23_002388-RA	mutS_homolog_3	MutS_I/MutS_II/MutS_III/MutS_V/
HoiH23_PlH23_002389-RA	BCL2_associated_X_apoptosis_regulator	Bcl-2/
HoiH23_PlH23_002390-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002391-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002392-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002393-RA	cytochrome_P450_family_11_subfamily_A_member_1	p450/
HoiH23_PlH23_002394-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002395-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/p450/
HoiH23_PlH23_002396-RA	cytochrome_P450_family_24_subfamily_A_member_1	p450/
HoiH23_PlH23_002397-RA	Rac_family_small_GTPase_1	Ras/
HoiH23_PlH23_002398-RA	Rac_family_small_GTPase_1	Ras/
HoiH23_PlH23_002399-RA		Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002400-RA		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002401-RA		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002402-RA		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002403-RA	forkhead_box_K2	Forkhead/
HoiH23_PlH23_002404-RA	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002405-RA	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002406-RA		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002407-RA	retinol_dehydrogenase_8	adh_short/
HoiH23_PlH23_002408-RA	retinol_dehydrogenase_8	adh_short/
HoiH23_PlH23_002409-RA	hydroxysteroid_17_beta_dehydrogenase_1	adh_short/
HoiH23_PlH23_002410-RA	cathepsin_K	Inhibitor_I29/Peptidase_C1/
HoiH23_PlH23_002411-RA	cathepsin_V	Inhibitor_I29/Peptidase_C1/
HoiH23_PlH23_002412-RA	cathepsin_S	Inhibitor_I29/Peptidase_C1/
HoiH23_PlH23_002413-RA	patatin_like_phospholipase_domain_containing_2	Patatin/
HoiH23_PlH23_002414-RA	ATP_GTP_binding_protein_like_3	Pepdidase_M14_N/Peptidase_M14/
HoiH23_PlH23_002415-RA	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
HoiH23_PlH23_002416-RA	patatin_like_phospholipase_domain_containing_2	Patatin/
HoiH23_PlH23_002417-RA	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding/AMP-binding_C/
HoiH23_PlH23_002418-RA	retinol_dehydrogenase_8	adh_short/
HoiH23_PlH23_002419-RA		
HoiH23_PlH23_002420-RA	RAS_related_2	Ras/
HoiH23_PlH23_002421-RA	family_with_sequence_similarity_221_member_A	FAM221/
HoiH23_PlH23_002422-RA	zinc_finger_SWIM_type_containing_2	SWIM/zf-RING_2/ZZ/zf-RING_2/
HoiH23_PlH23_002423-RA	phosphatidylinositol_5_phosphate_4_kinase_type_2_alpha	PIP5K/
HoiH23_PlH23_002424-RA	HECT_C2_and_WW_domain_containing_E3_ubiquitin_protein_ligase_2	HECW_N/C2/HECW1_helix/HECT/
HoiH23_PlH23_002425-RA	Rap_guanine_nucleotide_exchange_factor_2	RasGEF/
HoiH23_PlH23_002426-RA	SOS_Ras_Rac_guanine_nucleotide_exchange_factor_1	RasGEF_N/
HoiH23_PlH23_002427-RA		
HoiH23_PlH23_002428-RA	MOB_family_member_4_phocein	Mob1_phocein/
HoiH23_PlH23_002429-RA	succinyl_CoA_glutarate_CoA_transferase	CoA_transf_3/
HoiH23_PlH23_002430-RA		Patatin/EF-hand_1/
HoiH23_PlH23_002431-RA		
HoiH23_PlH23_002432-RA		
HoiH23_PlH23_002433-RA		Death/
HoiH23_PlH23_002434-RA	Rac_GTPase_activating_protein_1	C1_1/RhoGAP/
HoiH23_PlH23_002435-RA		
HoiH23_PlH23_002436-RA	LSM12_homolog	AD/
HoiH23_PlH23_002437-RA	cytochrome_b561	Cytochrom_B561/
HoiH23_PlH23_002438-RA	cytochrome_b561	Cytochrom_B561/
HoiH23_PlH23_002439-RA	cytochrome_b561	Cytochrom_B561/
HoiH23_PlH23_002440-RA	transmembrane_protein_98	
HoiH23_PlH23_002441-RA	LRR_binding_FLII_interacting_protein_2	LRRFIP/
HoiH23_PlH23_002442-RA	ankyrin_repeat_domain_44	Ank/Ank_2/Ank_2/Ank/Ank_2/Ank/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_5/
HoiH23_PlH23_002443-RA		
HoiH23_PlH23_002444-RA		
HoiH23_PlH23_002445-RA	methyltransferase_like_6	Methyltransf_12/
HoiH23_PlH23_002446-RA	WD_repeat_domain_12	NLE/WD40/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_002447-RA	protein_tyrosine_phosphatase_receptor_type_N2	Receptor_IA-2/Y_phosphatase/
HoiH23_PlH23_002448-RA	SKI_DACH_domain_containing_1	Ski_Sno/
HoiH23_PlH23_002449-RA	chromosome_10_open_reading_frame_67	DUF4709/
HoiH23_PlH23_002450-RA	SEL1L_adaptor_subunit_of_ERAD_E3_ubiquitin_ligase	Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
HoiH23_PlH23_002451-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C1	DnaJ/Myb_DNA-binding/
HoiH23_PlH23_002452-RA	RNA_binding_motif_protein_45	RRM_1/RRM_1/RRM_1/
HoiH23_PlH23_002454-RA	MLLT6_PHD_finger_containing	zf-HC5HC2H_2/
HoiH23_PlH23_002455-RA	cytochrome_b561	Cytochrom_B561/
HoiH23_PlH23_002456-RA	pancreas_associated_transcription_factor_1a	HLH/
HoiH23_PlH23_002457-RA	cytochrome_b561	Cytochrom_B561/
HoiH23_PlH23_002458-RA		
HoiH23_PlH23_002459-RA	Fer3_like_bHLH_transcription_factor	HLH/
HoiH23_PlH23_002460-RA	histone_deacetylase_5	Hist_deacetyl/
HoiH23_PlH23_002461-RA	Coenzyme_A_synthase	CTP_transf_like/CoaE/
HoiH23_PlH23_002462-RA	potassium_voltage_gated_channel_subfamily_H_member_7	PAS_9/Ion_trans/cNMP_binding/
HoiH23_PlH23_002463-RA	F_box_protein_48	F-box-like/
HoiH23_PlH23_002464-RA	MSL_complex_subunit_1	PEHE/
HoiH23_PlH23_002465-RA	ELL_associated_factor_1	EAF/
HoiH23_PlH23_002466-RA	potassium_voltage_gated_channel_subfamily_H_member_6	PAS_9/Ion_trans/cNMP_binding/
HoiH23_PlH23_002467-RA	ATP_binding_cassette_subfamily_G_member_1	ABC_tran/ABC2_membrane_7/ABC2_membrane/
HoiH23_PlH23_002468-RA	DnaJ_heat_shock_protein_family_Hsp40_member_B8	DnaJ/
HoiH23_PlH23_002469-RA	Rho_GTPase_activating_protein_27	RhoGAP/
HoiH23_PlH23_002470-RA	transformation_transcription_domain_associated_protein	
HoiH23_PlH23_002471-RA	transformation_transcription_domain_associated_protein	FAT/PI3_PI4_kinase/FATC/
HoiH23_PlH23_002472-RA	inositol_hexakisphosphate_kinase_2	IPK/
HoiH23_PlH23_002473-RA	inositol_hexakisphosphate_kinase_2	IPK/
HoiH23_PlH23_002474-RA	MINDY_lysine_48_deubiquitinase_3	DUF4205/
HoiH23_PlH23_002475-RA	COMM_domain_containing_3	COMM_domain/
HoiH23_PlH23_002476-RA	calpain_7	MIT/Peptidase_C2/
HoiH23_PlH23_002477-RA	erythrocyte_membrane_protein_band_4.1_like_5	FERM_N/FERM_M/FERM_C/
HoiH23_PlH23_002478-RA	quiescin_sulfhydryl_oxidase_1	Thioredoxin/QSOX_Trx1/FAD_SOX/Evr1_Alr/
HoiH23_PlH23_002479-RA	Ski2_like_RNA_helicase	Ski2_N/DEAD/Helicase_C/rRNA_proc-arch/DSHCT/
HoiH23_PlH23_002480-RA		FAM124/
HoiH23_PlH23_002481-RA		Ependymin/
HoiH23_PlH23_002482-RA		Ependymin/
HoiH23_PlH23_002483-RA		RRP14/SURF6/
HoiH23_PlH23_002484-RA	ethylmalonyl_CoA_decarboxylase_1	ECH_1/
HoiH23_PlH23_002485-RA	mitochondrial_ribosomal_protein_S16	Ribosomal_S16/
HoiH23_PlH23_002486-RA	ATP_binding_cassette_subfamily_C_member_10	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_002487-RA		
HoiH23_PlH23_002488-RA		
HoiH23_PlH23_002489-RA		
HoiH23_PlH23_002490-RA	RNA_terminal_phosphate_cyclase_like_1	RTC/RTC_insert/
HoiH23_PlH23_002491-RA	retinoid_X_receptor_alpha	zf-C4/Hormone_recep/
HoiH23_PlH23_002492-RA		
HoiH23_PlH23_002493-RA	DTW_domain_containing_1	DTW/
HoiH23_PlH23_002494-RA	sarcosine_dehydrogenase	DAO/FAO_M/GCV_T/GCV_T_C/
HoiH23_PlH23_002495-RA	cobalamin_binding_intrinsic_factor	Cobalamin_bind/
HoiH23_PlH23_002496-RA	cobalamin_binding_intrinsic_factor	Cobalamin_bind/
HoiH23_PlH23_002497-RA	solute_carrier_family_25_member_23	EF-hand_7/Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_002498-RA		
HoiH23_PlH23_002499-RA	carnitine_O_acetyltransferase	Carn_acyltransf/
HoiH23_PlH23_002500-RA	TBC1_domain_family_member_13	RabGAP-TBC/
HoiH23_PlH23_002501-RA		Ependymin/
HoiH23_PlH23_002502-RA	MAM_and_LDL_receptor_class_A_domain_containing_1	MAM/Fz/
HoiH23_PlH23_002503-RA	axonemal_dynein_light_chain_domain_containing_1	Ax_dynein_light/
HoiH23_PlH23_002504-RA	surfeit_4	SURF4/
HoiH23_PlH23_002505-RA		
HoiH23_PlH23_002506-RA	cap_methyltransferase_2	FtsJ/
HoiH23_PlH23_002507-RA	DNA_cross_link_repair_1B	DRMBL/
HoiH23_PlH23_002508-RA	outer_dense_fiber_of_sperm_tails_2	
HoiH23_PlH23_002509-RA	SH3_domain_containing_GRB2_like_endophilin_B1	BAR/SH3_9/
HoiH23_PlH23_002510-RA	ecotropic_viral_integration_site_5	RabGAP-TBC/
HoiH23_PlH23_002511-RA	pappalysin_1	Laminin_G_3/Notch/Sushi/Sushi/
HoiH23_PlH23_002512-RA	Rab_geranylgeranyltransferase_subunit_beta	Prenyltrans/Prenyltrans/Prenyltrans/Prenyltrans/Prenyltrans/
HoiH23_PlH23_002513-RA	RNA_polymerase_II_associated_protein_2	RPAP2_Rtr1/
HoiH23_PlH23_002514-RA	growth_factor_independent_1_transcriptional_repressor	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
HoiH23_PlH23_002515-RA		
HoiH23_PlH23_002516-RA	testis_expressed_264_ER_phagy_receptor	
HoiH23_PlH23_002517-RA		
HoiH23_PlH23_002518-RA	testis_expressed_264_ER_phagy_receptor	
HoiH23_PlH23_002519-RA	transcriptional_adaptor_1	SAGA-Tad1/SAGA-Tad1/
HoiH23_PlH23_002520-RA	Rap_guanine_nucleotide_exchange_factor_1	RasGEF_N/
HoiH23_PlH23_002521-RA	Rap_guanine_nucleotide_exchange_factor_1	RasGEF/
HoiH23_PlH23_002522-RA	syntaxin_binding_protein_1	Sec1/
HoiH23_PlH23_002523-RA	actin_related_protein_2_3_complex_subunit_5	P16-Arc/
HoiH23_PlH23_002524-RA	folliculin	Folliculin/Folliculin_C/
HoiH23_PlH23_002525-RA	dynamin_1	Dynamin_N/Dynamin_M/PH/GED/
HoiH23_PlH23_002526-RA	tetratricopeptide_repeat_domain_28	TPR_12/CHAT/
HoiH23_PlH23_002527-RA	carnitine_O_acetyltransferase	Carn_acyltransf/
HoiH23_PlH23_002528-RA	carnitine_O_acetyltransferase	Carn_acyltransf/
HoiH23_PlH23_002529-RA		
HoiH23_PlH23_002530-RA		
HoiH23_PlH23_002531-RA	protein_phosphatase_2_phosphatase_activator	PTPA/
HoiH23_PlH23_002532-RA	protein_O_fucosyltransferase_1	O-FucT/
HoiH23_PlH23_002533-RA	eukaryotic_translation_initiation_factor_3_subunit_G	eIF3g/RRM_1/
HoiH23_PlH23_002534-RA	SPOUT_domain_containing_methyltransferase_1	Methyltrn_RNA_3/
HoiH23_PlH23_002535-RA	chromosome_12_open_reading_frame_57	P_C10/
HoiH23_PlH23_002536-RA	general_transcription_factor_IIB	TF_Zn_Ribbon/TFIIB/TFIIB/
HoiH23_PlH23_002537-RA	ER_degradation_enhancing_alpha_mannosidase_like_protein_3	Glyco_hydro_47/PA/
HoiH23_PlH23_002538-RA	steroid_5_alpha_reductase_3	Steroid_dh/
HoiH23_PlH23_002539-RA	SEC22_homolog_B_vesicle_trafficking_protein	Longin/Synaptobrevin/
HoiH23_PlH23_002540-RA	IMP_U3_small_nucleolar_ribonucleoprotein_3	Ribosomal_S4/S4/
HoiH23_PlH23_002541-RA		GIY-YIG/
HoiH23_PlH23_002542-RA	notch_receptor_1	EGF/EGF_CA/EGF/EGF/EGF_CA/EGF/EGF/hEGF/EGF/EGF_CA/hEGF/EGF/EGF/Notch/Notch/Notch/NOD/NODP/Ank_2/Ank_2/DUF3454/
HoiH23_PlH23_002543-RA	kinesin_family_member_14	FHA/
HoiH23_PlH23_002544-RA	kinesin_family_member_14	Kinesin/
HoiH23_PlH23_002545-RA	solute_carrier_family_25_member_19	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_002546-RA	zyg_11_related_cell_cycle_regulator	
HoiH23_PlH23_002547-RA	CAP_Gly_domain_containing_linker_protein_family_member_4	CAP_GLY/CAP_GLY/CAP_GLY/
HoiH23_PlH23_002548-RA		PRiA4_ORF3/
HoiH23_PlH23_002549-RA		
HoiH23_PlH23_002550-RA	nucleolar_protein_9	CLP1_P/
HoiH23_PlH23_002551-RA	DENN_domain_containing_6A	SPA/
HoiH23_PlH23_002552-RA	intraflagellar_transport_122	WD40/WD40/WD40/
HoiH23_PlH23_002553-RA	small_lysine_rich_protein_1	
HoiH23_PlH23_002554-RA	nuclear_respiratory_factor_1	Nrf1_DNA-bind/
