Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g02539.t1	adenosylhomocysteinase
Hhon_g02540.t1	exostosin_glycosyltransferase_2
Hhon_g02541.t1	PRAME_family_member_10
Hhon_g02542.t1	coiled_coil_domain_containing_113
Hhon_g02543.t1	acyl_CoA_thioesterase_8
Hhon_g02544.t1	
Hhon_g02545.t1	leukocyte_receptor_cluster_member_1
Hhon_g02546.t1	
Hhon_g02547.t1	flap_structure_specific_endonuclease_1
Hhon_g02548.t1	adenine_phosphoribosyltransferase
Hhon_g02549.t1	NEDD8_ubiquitin_like_modifier
Hhon_g02550.t1	VPS18_core_subunit_of_CORVET_and_HOPS_complexes
Hhon_g02551.t1	signal_sequence_receptor_subunit_1
Hhon_g02552.t1	dipeptidase_1
Hhon_g02553.t1	dipeptidase_1
Hhon_g02554.t1	
Hhon_g02555.t1	
Hhon_g02556.t1	
Hhon_g02557.t1	cilia_and_flagella_associated_protein_20
Hhon_g02558.t1	aarF_domain_containing_kinase_5
Hhon_g02559.t1	RCC1_domain_containing_1
Hhon_g02560.t1	acid_sensing_ion_channel_subunit_1
Hhon_g02561.t1	MTOR_associated_protein_eak_7_homolog
Hhon_g02562.t1	NSF_attachment_protein_gamma
Hhon_g02563.t1	
Hhon_g02564.t1	casein_kinase_2_alpha_1
Hhon_g02565.t1	peptidase_M20_domain_containing_2
Hhon_g02566.t1	diacylglycerol_O_acyltransferase_1
Hhon_g02567.t1	
Hhon_g02568.t1	nucleolar_protein_4
Hhon_g02569.t1	
Hhon_g02570.t1	VAC14_component_of_PIKFYVE_complex
Hhon_g02571.t1	VAC14_component_of_PIKFYVE_complex
Hhon_g02572.t1	zinc_finger_DHHC_type_containing_1
Hhon_g02573.t1	TBC1_domain_family_member_20
Hhon_g02574.t1	RP9_pre_mRNA_splicing_factor
Hhon_g02575.t1	NADH_ubiquinone_oxidoreductase_subunit_S6
Hhon_g02576.t1	pre_mRNA_processing_factor_4B
Hhon_g02577.t1	
Hhon_g02578.t1	
Hhon_g02579.t1	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase
Hhon_g02580.t1	
Hhon_g02581.t1	
Hhon_g02582.t1	
Hhon_g02583.t1	
Hhon_g02584.t1	zinc_finger_CCHC_type_containing_14
Hhon_g02585.t1	
Hhon_g02586.t1	DnaJ_heat_shock_protein_family_Hsp40_member_A2
Hhon_g02587.t1	M_phase_phosphoprotein_6
Hhon_g02588.t1	transmembrane_protein_64
Hhon_g02589.t1	methyltransferase_like_9
Hhon_g02590.t1	chromosome_5_open_reading_frame_49
Hhon_g02591.t1	differentially_expressed_in_FDCP_8_homolog
Hhon_g02592.t1	
Hhon_g02593.t1	nuclear_receptor_coactivator_5
Hhon_g02594.t1	CTD_nuclear_envelope_phosphatase_1_regulatory_subunit_1
Hhon_g02595.t1	mediator_complex_subunit_10
Hhon_g02596.t1	protein_phosphatase_1_regulatory_subunit_16A
Hhon_g02597.t1	O_sialoglycoprotein_endopeptidase
Hhon_g02598.t1	transmembrane_protein_with_metallophosphoesterase_domain
Hhon_g02599.t1	tonsoku_like_DNA_repair_protein
Hhon_g02600.t1	proteasome_assembly_chaperone_4
Hhon_g02601.t1	mediator_complex_subunit_15
Hhon_g02602.t1	G_patch_domain_and_ankyrin_repeats_1
Hhon_g02603.t1	
Hhon_g02604.t1	tRNA_yW_synthesizing_protein_1_homolog
Hhon_g02605.t1	SREBF_pathway_regulator_in_golgi_1
Hhon_g02606.t1	
Hhon_g02607.t1	ADP_ribosylation_factor_like_GTPase_6_interacting_protein_4
Hhon_g02608.t1	ribosomal_protein_S6_kinase_B1
Hhon_g02609.t1	natriuretic_peptide_receptor_2
Hhon_g02610.t1	natriuretic_peptide_receptor_2
Hhon_g02611.t1	BRCA2_DNA_repair_associated
Hhon_g02612.t1	SBDS_ribosome_maturation_factor
Hhon_g02613.t1	checkpoint_with_forkhead_and_ring_finger_domains
Hhon_g02614.t1	small_integral_membrane_protein_14
Hhon_g02615.t1	cyclin_N_terminal_domain_containing_1
Hhon_g02616.t1	actin_related_protein_2_3_complex_subunit_3
Hhon_g02617.t1	ring_finger_protein_transmembrane_2
Hhon_g02618.t1	paired_box_3
Hhon_g02619.t1	fatty_acid_desaturase_3
Hhon_g02620.t1	clustered_mitochondria_homolog
Hhon_g02621.t1	replication_factor_C_subunit_2
Hhon_g02622.t1	pre_mRNA_processing_factor_8
Hhon_g02623.t1	
Hhon_g02624.t1	platelet_activating_factor_acetylhydrolase_1b_regulatory_subunit_1
Hhon_g02625.t1	
Hhon_g02626.t1	
Hhon_g02627.t1	
Hhon_g02628.t1	musashi_RNA_binding_protein_2
Hhon_g02629.t1	
Hhon_g02630.t1	tRNA_methyltransferase_44_homolog
Hhon_g02631.t1	cyclin_dependent_kinase_10
Hhon_g02632.t1	fatty_acid_binding_protein_7
Hhon_g02633.t1	fatty_acid_binding_protein_9
Hhon_g02634.t1	cellular_retinoic_acid_binding_protein_1
Hhon_g02635.t1	fatty_acid_binding_protein_2
Hhon_g02636.t1	fatty_acid_binding_protein_12
Hhon_g02637.t1	mevalonate_kinase
Hhon_g02638.t1	trichoplein_keratin_filament_binding
Hhon_g02639.t1	
Hhon_g02640.t1	mitotic_spindle_organizing_protein_2B
Hhon_g02641.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_b_member_1
Hhon_g02642.t1	
Hhon_g02643.t1	ankyrin_repeat_domain_27
Hhon_g02644.t1	
Hhon_g02645.t1	
Hhon_g02646.t1	nudix_hydrolase_19
Hhon_g02647.t1	nudix_hydrolase_19
Hhon_g02648.t1	nudix_hydrolase_19
Hhon_g02649.t1	NGG1_interacting_factor_3_like_1
Hhon_g02650.t1	CD2_cytoplasmic_tail_binding_protein_2
Hhon_g02651.t1	paxillin
Hhon_g02652.t1	
Hhon_g02653.t1	coiled_coil_domain_containing_74B
Hhon_g02654.t1	
Hhon_g02655.t1	dynein_axonemal_heavy_chain_10
Hhon_g02656.t1	
Hhon_g02657.t1	signal_peptide_peptidase_like_3
Hhon_g02658.t1	BUB1_mitotic_checkpoint_serine_threonine_kinase_B
Hhon_g02659.t1	RNA_polymerase_I_and_III_subunit_C
Hhon_g02660.t1	ankyrin_repeat_domain_13B
Hhon_g02661.t1	HNF1_homeobox_B
Hhon_g02662.t1	cytochrome_b5_domain_containing_2
Hhon_g02663.t1	solute_carrier_family_18_member_B1
Hhon_g02664.t1	sequestosome_1
Hhon_g02665.t1	mediator_complex_subunit_15
Hhon_g02666.t1	lysine_methyltransferase_5A
Hhon_g02667.t1	neurofibromin_1
Hhon_g02668.t1	A_kinase_anchoring_protein_10
Hhon_g02669.t1	metal_response_element_binding_transcription_factor_2
Hhon_g02670.t1	
Hhon_g02671.t1	SPT4_homolog_DSIF_elongation_factor_subunit
Hhon_g02672.t1	MLX_interacting_protein
Hhon_g02673.t1	major_vault_protein
Hhon_g02674.t1	X_box_binding_protein_1
Hhon_g02675.t1	aryl_hydrocarbon_receptor_interacting_protein
Hhon_g02676.t1	Tu_translation_elongation_factor_mitochondrial
Hhon_g02677.t1	Tu_translation_elongation_factor_mitochondrial
Hhon_g02678.t1	transducin_beta_like_2
Hhon_g02679.t1	rabaptin_RAB_GTPase_binding_effector_protein_1
Hhon_g02680.t1	INO80_complex_subunit_B
Hhon_g02681.t1	tubulin_delta_1
Hhon_g02682.t1	transient_receptor_potential_cation_channel_subfamily_M_member_1
Hhon_g02683.t1	
Hhon_g02684.t1	mitochondrial_ribosomal_protein_L50
Hhon_g02685.t1	bolA_family_member_2
Hhon_g02686.t1	Rab_interacting_lysosomal_protein_like_1
Hhon_g02687.t1	mitochondrial_ribosomal_protein_L18
Hhon_g02688.t1	transmembrane_p24_trafficking_protein_2
Hhon_g02689.t1	notchless_homolog_1
Hhon_g02690.t1	glycosyltransferase_1_domain_containing_1
Hhon_g02691.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g02692.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g02693.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing
Hhon_g02694.t1	
Hhon_g02695.t1	
Hhon_g02696.t1	carboxypeptidase_D
Hhon_g02697.t1	abhydrolase_domain_containing_15
Hhon_g02698.t1	structure_specific_recognition_protein_1
Hhon_g02699.t1	
Hhon_g02700.t1	structure_specific_recognition_protein_1
Hhon_g02701.t1	
Hhon_g02702.t1	
Hhon_g02703.t1	
Hhon_g02704.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g02705.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g02706.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g02707.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g02708.t1	thymidine_phosphorylase
Hhon_g02709.t1	NADH_ubiquinone_oxidoreductase_core_subunit_V1
Hhon_g02710.t1	
Hhon_g02711.t1	
Hhon_g02712.t1	serrate_RNA_effector_molecule
Hhon_g02713.t1	
Hhon_g02714.t1	nuclear_speckle_splicing_regulatory_protein_1
Hhon_g02715.t1	PHD_finger_protein_12
Hhon_g02716.t1	developmentally_regulated_GTP_binding_protein_1
Hhon_g02717.t1	chromodomain_helicase_DNA_binding_protein_1_like
Hhon_g02718.t1	serine_threonine_tyrosine_interacting_like_1
Hhon_g02719.t1	nemo_like_kinase
Hhon_g02720.t1	sirtuin_4
Hhon_g02721.t1	ubiquitin_recognition_factor_in_ER_associated_degradation_1
Hhon_g02722.t1	
Hhon_g02723.t1	G_protein_coupled_receptor_kinase_3
Hhon_g02724.t1	peroxisomal_membrane_protein_2
Hhon_g02725.t1	calcium_calmodulin_dependent_protein_kinase_kinase_2
Hhon_g02726.t1	huntingtin_interacting_protein_1
Hhon_g02727.t1	zinc_and_ring_finger_3
Hhon_g02728.t1	protein_phosphatase_Mg2_Mn2_dependent_1E
Hhon_g02729.t1	flotillin_2
Hhon_g02730.t1	flotillin_2
Hhon_g02731.t1	protein_phosphatase_4_catalytic_subunit
Hhon_g02732.t1	telomerase_associated_protein_1
Hhon_g02733.t1	
Hhon_g02734.t1	
Hhon_g02735.t1	
Hhon_g02736.t1	
Hhon_g02737.t1	
Hhon_g02738.t1	
Hhon_g02739.t1	integrin_subunit_beta_5
Hhon_g02740.t1	
Hhon_g02741.t1	NFKB_inhibitor_alpha
Hhon_g02742.t1	UDP_glucuronosyltransferase_family_2_member_B7
Hhon_g02743.t1	solute_carrier_family_35_member_F5
Hhon_g02744.t1	islet_cell_autoantigen_1
Hhon_g02745.t1	
Hhon_g02746.t1	down_regulator_of_transcription_1
Hhon_g02747.t1	supervillin
Hhon_g02748.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C13
Hhon_g02749.t1	actin_related_protein_3
Hhon_g02750.t1	alkaline_phosphatase_placental
Hhon_g02751.t1	alkaline_phosphatase_biomineralization_associated
Hhon_g02752.t1	syntaxin_1B
Hhon_g02753.t1	syntaxin_2
Hhon_g02754.t1	syntaxin_1A
Hhon_g02755.t1	syntaxin_1B
Hhon_g02756.t1	syntaxin_3
Hhon_g02757.t1	alkaline_phosphatase_biomineralization_associated
Hhon_g02758.t1	KxDL_motif_containing_1
Hhon_g02759.t1	phosphopantothenoylcysteine_decarboxylase
Hhon_g02760.t1	FANCD2_and_FANCI_associated_nuclease_1
Hhon_g02761.t1	shieldin_complex_subunit_2
Hhon_g02762.t1	chromosome_9_open_reading_frame_85
Hhon_g02763.t1	histidine_ammonia_lyase
Hhon_g02764.t1	spindle_and_kinetochore_associated_complex_subunit_1
Hhon_g02765.t1	anoctamin_8
Hhon_g02766.t1	betaine_homocysteine_S_methyltransferase
Hhon_g02767.t1	betaine_homocysteine_S_methyltransferase
Hhon_g02768.t1	dimethylglycine_dehydrogenase
Hhon_g02769.t1	focadhesin
Hhon_g02770.t1	pygopus_family_PHD_finger_1
Hhon_g02771.t1	COPI_coat_complex_subunit_epsilon
Hhon_g02772.t1	ubiquitin_conjugating_enzyme_E2_Q2
Hhon_g02773.t1	CREB_regulated_transcription_coactivator_1
Hhon_g02774.t1	IQ_motif_containing_GTPase_activating_protein_1
Hhon_g02775.t1	family_with_sequence_similarity_81_member_A
Hhon_g02776.t1	tumor_protein_p53_inducible_protein_3
Hhon_g02777.t1	kinase_suppressor_of_ras_2
Hhon_g02778.t1	ribonuclease_P_MRP_subunit_p14
Hhon_g02779.t1	sirtuin_6
Hhon_g02780.t1	HCLS1_associated_protein_X_1
Hhon_g02781.t1	ATP_synthase_F1_subunit_alpha
Hhon_g02782.t1	tetraspanin_3
Hhon_g02783.t1	cyclin_Q
Hhon_g02784.t1	nuclear_receptor_2C2_associated_protein
Hhon_g02785.t1	novel_transcript_readthrough_between_UQCR11_and_MBD3
Hhon_g02786.t1	component_of_oligomeric_golgi_complex_1
Hhon_g02787.t1	mex_3_RNA_binding_family_member_C
Hhon_g02788.t1	methyl_CpG_binding_domain_protein_2
Hhon_g02789.t1	
Hhon_g02790.t1	
Hhon_g02791.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C28
Hhon_g02792.t1	DEAH_box_helicase_36
Hhon_g02793.t1	DEAH_box_helicase_36
Hhon_g02794.t1	Fc_fragment_of_IgG_binding_protein
Hhon_g02795.t1	DEAD_box_helicase_59
Hhon_g02796.t1	TLE_family_member_1_transcriptional_corepressor
Hhon_g02797.t1	SMG5_nonsense_mediated_mRNA_decay_factor
Hhon_g02798.t1	SAP_domain_containing_ribonucleoprotein
Hhon_g02799.t1	SNF8_subunit_of_ESCRT_II
Hhon_g02800.t1	coiled_coil_domain_containing_148
Hhon_g02801.t1	
Hhon_g02802.t1	proliferation_and_apoptosis_adaptor_protein_15
Hhon_g02803.t1	
Hhon_g02804.t1	phosphatidylserine_decarboxylase
Hhon_g02805.t1	tetratricopeptide_repeat_domain_19
Hhon_g02806.t1	FAST_kinase_domains_3
Hhon_g02807.t1	Bardet_Biedl_syndrome_12
Hhon_g02808.t1	coenzyme_Q10B
Hhon_g02809.t1	citrate_synthase
Hhon_g02810.t1	heat_shock_protein_family_E_Hsp10_member_1
Hhon_g02811.t1	heat_shock_protein_family_D_Hsp60_member_1
Hhon_g02812.t1	polypeptide_N_acetylgalactosaminyltransferase_1
Hhon_g02813.t1	polypeptide_N_acetylgalactosaminyltransferase_1
Hhon_g02814.t1	polypeptide_N_acetylgalactosaminyltransferase_1
Hhon_g02815.t1	polypeptide_N_acetylgalactosaminyltransferase_1
Hhon_g02816.t1	polypeptide_N_acetylgalactosaminyltransferase_13
Hhon_g02817.t1	corepressor_interacting_with_RBPJ_CIR1
Hhon_g02818.t1	methenyltetrahydrofolate_synthetase
Hhon_g02819.t1	somatostatin_receptor_5
Hhon_g02820.t1	myosin_X
Hhon_g02821.t1	BRCA1_DNA_repair_associated
Hhon_g02822.t1	ribonuclease_P_MRP_subunit_p25_like
Hhon_g02823.t1	ubiquitin_specific_peptidase_40
Hhon_g02824.t1	reversion_inducing_cysteine_rich_protein_with_kazal_motifs
Hhon_g02825.t1	aladin_WD_repeat_nucleoporin
Hhon_g02826.t1	RAB18_member_RAS_oncogene_family
Hhon_g02827.t1	ribosomal_protein_L27
Hhon_g02828.t1	meiosis_regulator_for_oocyte_development
Hhon_g02829.t1	replication_protein_A3
Hhon_g02830.t1	ADP_ribosylation_factor_1
Hhon_g02831.t1	
Hhon_g02832.t1	family_with_sequence_similarity_117_member_B
Hhon_g02833.t1	prolyl_4_hydroxylase_subunit_alpha_1
Hhon_g02834.t1	metabolism_of_cobalamin_associated_D
Hhon_g02835.t1	chromosome_1_open_reading_frame_35
Hhon_g02836.t1	kinesin_family_member_5A
Hhon_g02837.t1	Ras_association_RalGDS_AF_6_and_pleckstrin_homology_domains_1
Hhon_g02838.t1	growth_factor_receptor_bound_protein_14
Hhon_g02839.t1	histamine_receptor_H2
Hhon_g02840.t1	
Hhon_g02841.t1	growth_hormone_secretagogue_receptor
Hhon_g02842.t1	cholinergic_receptor_muscarinic_3
Hhon_g02843.t1	thymine_DNA_glycosylase
Hhon_g02844.t1	
Hhon_g02845.t1	epiphycan
Hhon_g02846.t1	
Hhon_g02847.t1	
Hhon_g02848.t1	
Hhon_g02849.t1	
Hhon_g02850.t1	
Hhon_g02851.t1	apoptotic_peptidase_activating_factor_1
Hhon_g02852.t1	RNA_polymerase_mitochondrial
Hhon_g02853.t1	ATPase_phospholipid_transporting_8A1
Hhon_g02854.t1	
Hhon_g02855.t1	SAP30_like
Hhon_g02856.t1	WD_repeat_domain_49
Hhon_g02857.t1	THUMP_domain_containing_3
Hhon_g02858.t1	pleiotropic_regulator_1
Hhon_g02859.t1	
Hhon_g02860.t1	
Hhon_g02861.t1	
Hhon_g02862.t1	hyaluronan_mediated_motility_receptor
Hhon_g02863.t1	sodium_channel_and_clathrin_linker_1
Hhon_g02864.t1	sidekick_cell_adhesion_molecule_1
Hhon_g02865.t1	tryptophan_2_3_dioxygenase
Hhon_g02866.t1	tryptophan_2_3_dioxygenase
Hhon_g02867.t1	solute_carrier_family_25_member_15
Hhon_g02868.t1	apoptotic_peptidase_activating_factor_1
Hhon_g02869.t1	
Hhon_g02870.t1	interleukin_enhancer_binding_factor_2
Hhon_g02871.t1	kinesin_family_member_23
Hhon_g02872.t1	kinesin_family_member_23
Hhon_g02873.t1	transcription_factor_3
Hhon_g02874.t1	
Hhon_g02875.t1	neuropeptide_FF_receptor_2
Hhon_g02876.t1	phosphodiesterase_12
Hhon_g02877.t1	
Hhon_g02878.t1	
Hhon_g02879.t1	small_nuclear_RNA_activating_complex_polypeptide_4
Hhon_g02880.t1	ATP_binding_cassette_subfamily_B_member_6_Langereis_blood_group
Hhon_g02881.t1	ATP_binding_cassette_subfamily_B_member_6_Langereis_blood_group
Hhon_g02882.t1	TBC1_domain_family_member_15
Hhon_g02883.t1	CTD_small_phosphatase_like_2
Hhon_g02884.t1	eEF1A_lysine_and_N_terminal_methyltransferase
Hhon_g02885.t1	protein_tyrosine_phosphatase_receptor_type_Z1
Hhon_g02886.t1	cold_shock_domain_containing_E1
Hhon_g02887.t1	thymocyte_nuclear_protein_1
Hhon_g02888.t1	NIMA_related_kinase_8
Hhon_g02889.t1	SEC11_homolog_C_signal_peptidase_complex_subunit
Hhon_g02890.t1	melanotransferrin
Hhon_g02891.t1	RAB11B_member_RAS_oncogene_family
Hhon_g02892.t1	leucine_rich_repeat_containing_71
Hhon_g02893.t1	solute_carrier_family_35_member_F3
Hhon_g02894.t1	
Hhon_g02895.t1	solute_carrier_family_35_member_F3
Hhon_g02896.t1	solute_carrier_family_35_member_F3
Hhon_g02897.t1	solute_carrier_family_35_member_F3
Hhon_g02898.t1	opsin_4
Hhon_g02899.t1	opsin_4
Hhon_g02900.t1	solute_carrier_family_16_member_10
Hhon_g02901.t1	
Hhon_g02902.t1	thioredoxin_2
Hhon_g02903.t1	
Hhon_g02904.t1	pseudopodium_enriched_atypical_kinase_1
Hhon_g02905.t1	RAB11B_member_RAS_oncogene_family
Hhon_g02906.t1	RNA_binding_protein_mRNA_processing_factor
Hhon_g02907.t1	
Hhon_g02908.t1	
Hhon_g02909.t1	dolichyl_phosphate_N_acetylglucosaminephosphotransferase_1
Hhon_g02910.t1	ribosomal_RNA_processing_1
Hhon_g02911.t1	dynein_axonemal_heavy_chain_9
Hhon_g02912.t1	5_nucleotidase_domain_containing_3
Hhon_g02913.t1	UDP_glucose_glycoprotein_glucosyltransferase_1
Hhon_g02914.t1	UV_radiation_resistance_associated
Hhon_g02915.t1	mediator_complex_subunit_14
Hhon_g02916.t1	F_box_and_leucine_rich_repeat_protein_18
Hhon_g02917.t1	
Hhon_g02918.t1	
Hhon_g02919.t1	NAD_P_dependent_steroid_dehydrogenase_like
Hhon_g02920.t1	hydroxy_delta_5_steroid_dehydrogenase_3_beta_and_steroid_delta_isomerase_1
Hhon_g02921.t1	mitochondrial_ribosomal_protein_L14
Hhon_g02922.t1	deoxyhypusine_hydroxylase
Hhon_g02923.t1	transducin_beta_like_1_Y_linked
Hhon_g02924.t1	Kin17_DNA_and_RNA_binding_protein
Hhon_g02925.t1	enoyl_CoA_hydratase_short_chain_1
Hhon_g02926.t1	calcium_sensing_receptor
Hhon_g02927.t1	glutamate_metabotropic_receptor_1
Hhon_g02928.t1	calcium_sensing_receptor
Hhon_g02929.t1	monoacylglycerol_O_acyltransferase_2
Hhon_g02930.t1	
Hhon_g02931.t1	p21_RAC1_activated_kinase_3
Hhon_g02932.t1	heparan_sulfate_6_O_sulfotransferase_1
Hhon_g02933.t1	serine_threonine_kinase_24
Hhon_g02934.t1	transmembrane_protein_63B
Hhon_g02935.t1	propionyl_CoA_carboxylase_subunit_beta
Hhon_g02936.t1	ER_membrane_protein_complex_subunit_4
Hhon_g02937.t1	RNA_polymerase_II_subunit_A
Hhon_g02938.t1	dihydrouridine_synthase_4_like
Hhon_g02939.t1	mitogen_activated_protein_kinase_kinase_kinase_kinase_4
Hhon_g02940.t1	ribosomal_protein_L8
Hhon_g02941.t1	
Hhon_g02942.t1	ubiquitin_conjugating_enzyme_E2_K
Hhon_g02943.t1	THAP_domain_containing_1
Hhon_g02944.t1	NEDD4_binding_protein_2_like_2
Hhon_g02945.t1	
Hhon_g02946.t1	glutamate_ionotropic_receptor_kainate_type_subunit_2
Hhon_g02947.t1	zinc_finger_containing_ubiquitin_peptidase_1
Hhon_g02948.t1	afadin_adherens_junction_formation_factor
Hhon_g02949.t1	RecQ_mediated_genome_instability_1
Hhon_g02950.t1	coiled_coil_domain_containing_58
Hhon_g02951.t1	transcription_factor_AP_4
Hhon_g02952.t1	presequence_translocase_associated_motor_16
Hhon_g02953.t1	Kruppel_like_factor_6
Hhon_g02954.t1	fucose_1_phosphate_guanylyltransferase
Hhon_g02955.t1	protein_phosphatase_Mg2_Mn2_dependent_1B
Hhon_g02956.t1	TBC1_domain_family_member_4
Hhon_g02957.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C24
Hhon_g02958.t1	solute_carrier_family_25_member_33
Hhon_g02959.t1	protein_phosphatase_methylesterase_1
Hhon_g02960.t1	beta_1_3_N_acetylgalactosaminyltransferase_1_globoside_blood_group
Hhon_g02961.t1	RNA_binding_motif_protein_26
Hhon_g02962.t1	solute_carrier_family_10_member_7
Hhon_g02963.t1	plasminogen
Hhon_g02964.t1	proteasome_maturation_protein
Hhon_g02965.t1	VHL_binding_protein_1
Hhon_g02966.t1	LAS1_like_ribosome_biogenesis_factor
Hhon_g02967.t1	formin_binding_protein_1
Hhon_g02968.t1	sperm_associated_antigen_9
Hhon_g02969.t1	retinitis_pigmentosa_GTPase_regulator
Hhon_g02970.t1	phosphodiesterase_10A
Hhon_g02971.t1	glutamate_ionotropic_receptor_kainate_type_subunit_1
Hhon_g02972.t1	glutamate_ionotropic_receptor_AMPA_type_subunit_1
Hhon_g02973.t1	karyopherin_subunit_alpha_5
Hhon_g02974.t1	RecQ_like_helicase_5
Hhon_g02975.t1	family_with_sequence_similarity_162_member_A
Hhon_g02976.t1	WD_repeat_and_coiled_coil_containing
Hhon_g02977.t1	dicarbonyl_and_L_xylulose_reductase
Hhon_g02978.t1	intraflagellar_transport_88
Hhon_g02979.t1	WW_domain_binding_protein_4
Hhon_g02980.t1	acyl_CoA_synthetase_family_member_2
Hhon_g02981.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g02982.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g02983.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g02984.t1	CYP3A7_CYP3A51P_readthrough
Hhon_g02985.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g02986.t1	protein_tyrosine_phosphatase_receptor_type_F
Hhon_g02987.t1	DS_cell_adhesion_molecule
Hhon_g02988.t1	protein_tyrosine_phosphatase_receptor_type_D
Hhon_g02989.t1	
Hhon_g02990.t1	apoptotic_peptidase_activating_factor_1
Hhon_g02991.t1	FSHD_region_gene_1
Hhon_g02992.t1	NIMA_related_kinase_1
Hhon_g02993.t1	
Hhon_g02994.t1	folate_receptor_gamma
Hhon_g02995.t1	zinc_finger_DHHC_type_palmitoyltransferase_4
Hhon_g02996.t1	grainyhead_like_transcription_factor_2
Hhon_g02997.t1	folate_receptor_gamma
Hhon_g02998.t1	zinc_finger_DHHC_type_palmitoyltransferase_4
Hhon_g02999.t1	grainyhead_like_transcription_factor_2
Hhon_g03000.t1	phosphoglucomutase_2
Hhon_g03001.t1	mitochondrial_ribosomal_protein_S21
Hhon_g03002.t1	solute_carrier_family_36_member_3
Hhon_g03003.t1	trafficking_protein_particle_complex_2
Hhon_g03004.t1	epoxide_hydrolase_1
Hhon_g03005.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g03006.t1	CYP3A7_CYP3A51P_readthrough
Hhon_g03007.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g03008.t1	karyopherin_subunit_alpha_6
Hhon_g03009.t1	karyopherin_subunit_alpha_1
Hhon_g03010.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g03011.t1	
Hhon_g03012.t1	
Hhon_g03013.t1	
Hhon_g03014.t1	
Hhon_g03015.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g03016.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g03017.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g03018.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g03019.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g03020.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g03021.t1	calpain_3
Hhon_g03022.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g03023.t1	hydroxylysine_kinase
Hhon_g03024.t1	hydroxylysine_kinase
Hhon_g03025.t1	hydroxylysine_kinase
Hhon_g03026.t1	hydroxylysine_kinase
Hhon_g03027.t1	dynein_cytoplasmic_1_heavy_chain_1
Hhon_g03028.t1	DNA_polymerase_epsilon_4_accessory_subunit
Hhon_g03029.t1	calcium_sensing_receptor
Hhon_g03030.t1	relaxin_family_peptide_receptor_2
Hhon_g03031.t1	calcium_sensing_receptor
Hhon_g03032.t1	UDP_glucuronate_decarboxylase_1
Hhon_g03033.t1	glutamate_metabotropic_receptor_7
Hhon_g03034.t1	
Hhon_g03035.t1	
Hhon_g03036.t1	
Hhon_g03037.t1	
Hhon_g03038.t1	
Hhon_g03039.t1	hemicentin_1
Hhon_g03040.t1	neuroligin_4_Y_linked
Hhon_g03041.t1	butyrylcholinesterase
Hhon_g03042.t1	
Hhon_g03043.t1	
Hhon_g03044.t1	
Hhon_g03045.t1	
Hhon_g03046.t1	hemicentin_1
Hhon_g03047.t1	
Hhon_g03048.t1	relaxin_family_peptide_receptor_1
Hhon_g03049.t1	
Hhon_g03050.t1	coagulation_factor_IX
Hhon_g03051.t1	
Hhon_g03052.t1	retinol_dehydrogenase_13
Hhon_g03053.t1	mucin_3A_cell_surface_associated
Hhon_g03054.t1	retinol_dehydrogenase_13
Hhon_g03055.t1	phospholipase_D_family_member_3
Hhon_g03056.t1	thyroid_hormone_receptor_interactor_11
Hhon_g03057.t1	
Hhon_g03058.t1	UTP4_small_subunit_processome_component
Hhon_g03059.t1	angel_homolog_2
Hhon_g03060.t1	vasohibin_1
Hhon_g03061.t1	
Hhon_g03062.t1	
Hhon_g03063.t1	aprataxin
Hhon_g03064.t1	hydroxyacyl_thioester_dehydratase_type_2
Hhon_g03065.t1	leucine_rich_repeat_containing_74A
Hhon_g03066.t1	ADP_ribosylation_factor_like_GTPase_2
Hhon_g03067.t1	ribosomal_protein_S6_kinase_like_1
