Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g02532.t1	cytosolic_thiouridylase_subunit_2	CTU2/
Hhon_g02533.t1	ataxin_1_like	AXH/
Hhon_g02534.t1	guanosine_monophosphate_reductase_2	IMPDH/
Hhon_g02535.t1	piezo_type_mechanosensitive_ion_channel_component_1	PIEZO/Piezo_RRas_bdg/
Hhon_g02536.t1	SEH1_like_nucleoporin	WD40/WD40/
Hhon_g02537.t1	neuralized_E3_ubiquitin_protein_ligase_2	Neuralized/
Hhon_g02538.t1	G_protein_subunit_alpha_L	G-alpha/
Hhon_g02539.t1	adenosylhomocysteinase	AdoHcyase/AdoHcyase_NAD/
Hhon_g02540.t1	exostosin_glycosyltransferase_2	Exostosin/Glyco_transf_64/
Hhon_g02541.t1	PRAME_family_member_10	
Hhon_g02542.t1	coiled_coil_domain_containing_113	DUF4201/
Hhon_g02543.t1	acyl_CoA_thioesterase_8	4HBT_3/
Hhon_g02544.t1		Carbam_trans_N/Carbam_trans_C/
Hhon_g02545.t1	leukocyte_receptor_cluster_member_1	Cir_N/
Hhon_g02546.t1		
Hhon_g02547.t1	flap_structure_specific_endonuclease_1	XPG_N/XPG_I/
Hhon_g02548.t1	adenine_phosphoribosyltransferase	Pribosyltran/
Hhon_g02549.t1	NEDD8_ubiquitin_like_modifier	ubiquitin/
Hhon_g02550.t1	VPS18_core_subunit_of_CORVET_and_HOPS_complexes	Pep3_Vps18/Clathrin/Vps39_2/
Hhon_g02551.t1	signal_sequence_receptor_subunit_1	TRAP_alpha/
Hhon_g02552.t1	dipeptidase_1	Peptidase_M19/Peptidase_M19/
Hhon_g02553.t1	dipeptidase_1	Peptidase_M19/
Hhon_g02554.t1		TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/COR/Death/
Hhon_g02555.t1		SHNi-TPR/TPR_12/COR/Death/
Hhon_g02556.t1		
Hhon_g02557.t1	cilia_and_flagella_associated_protein_20	DUF667/
Hhon_g02558.t1	aarF_domain_containing_kinase_5	ABC1/
Hhon_g02559.t1	RCC1_domain_containing_1	RCC1/RCC1/RCC1/
Hhon_g02560.t1	acid_sensing_ion_channel_subunit_1	ASC/
Hhon_g02561.t1	MTOR_associated_protein_eak_7_homolog	TLD/
Hhon_g02562.t1	NSF_attachment_protein_gamma	SNAP/
Hhon_g02563.t1		Epimerase/
Hhon_g02564.t1	casein_kinase_2_alpha_1	Pkinase/
Hhon_g02565.t1	peptidase_M20_domain_containing_2	M20_dimer/
Hhon_g02566.t1	diacylglycerol_O_acyltransferase_1	MBOAT/
Hhon_g02567.t1		
Hhon_g02568.t1	nucleolar_protein_4	
Hhon_g02569.t1		zf-C2H2/zf-met/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/
Hhon_g02570.t1	VAC14_component_of_PIKFYVE_complex	Vac14_Fig4_bd/
Hhon_g02571.t1	VAC14_component_of_PIKFYVE_complex	Vac14_Fab1_bd/
Hhon_g02572.t1	zinc_finger_DHHC_type_containing_1	DHHC/
Hhon_g02573.t1	TBC1_domain_family_member_20	RabGAP-TBC/
Hhon_g02574.t1	RP9_pre_mRNA_splicing_factor	
Hhon_g02575.t1	NADH_ubiquinone_oxidoreductase_subunit_S6	zf-CHCC/
Hhon_g02576.t1	pre_mRNA_processing_factor_4B	Pkinase/
Hhon_g02577.t1		Cupin_8/
Hhon_g02578.t1		MARVEL/
Hhon_g02579.t1	enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase	Formyl_trans_N/Formyl_trans_C/ECH_1/
Hhon_g02580.t1		MARVEL/
Hhon_g02581.t1		
Hhon_g02582.t1		Mgm101p/
Hhon_g02583.t1		
Hhon_g02584.t1	zinc_finger_CCHC_type_containing_14	zf-CCHC/
Hhon_g02585.t1		Rhodanese/
Hhon_g02586.t1	DnaJ_heat_shock_protein_family_Hsp40_member_A2	DnaJ/DnaJ_C/DnaJ_CXXCXGXG/
Hhon_g02587.t1	M_phase_phosphoprotein_6	MPP6/
Hhon_g02588.t1	transmembrane_protein_64	SNARE_assoc/
Hhon_g02589.t1	methyltransferase_like_9	DREV/
Hhon_g02590.t1	chromosome_5_open_reading_frame_49	DUF4541/
Hhon_g02591.t1	differentially_expressed_in_FDCP_8_homolog	RUN/RUN/zf-RING_9/
Hhon_g02592.t1		WW/Torus/RRM_1/
Hhon_g02593.t1	nuclear_receptor_coactivator_5	
Hhon_g02594.t1	CTD_nuclear_envelope_phosphatase_1_regulatory_subunit_1	Tmemb_18A/
Hhon_g02595.t1	mediator_complex_subunit_10	Med10/
Hhon_g02596.t1	protein_phosphatase_1_regulatory_subunit_16A	Ank_4/Ank_2/
Hhon_g02597.t1	O_sialoglycoprotein_endopeptidase	TsaD/
Hhon_g02598.t1	transmembrane_protein_with_metallophosphoesterase_domain	
Hhon_g02599.t1	tonsoku_like_DNA_repair_protein	TPR_12/TPR_8/TPR_8/Ank_2/LRR_6/LRR_6/LRR_6/
Hhon_g02600.t1	proteasome_assembly_chaperone_4	PAC4/
Hhon_g02601.t1	mediator_complex_subunit_15	Med15/
Hhon_g02602.t1	G_patch_domain_and_ankyrin_repeats_1	Ank_2/G-patch/
Hhon_g02603.t1		TIR_2/HEAT_2/
Hhon_g02604.t1	tRNA_yW_synthesizing_protein_1_homolog	Flavodoxin_1/Radical_SAM/Wyosine_form/
Hhon_g02605.t1	SREBF_pathway_regulator_in_golgi_1	DUF2054/
Hhon_g02606.t1		
Hhon_g02607.t1	ADP_ribosylation_factor_like_GTPase_6_interacting_protein_4	SR-25/
Hhon_g02608.t1	ribosomal_protein_S6_kinase_B1	Pkinase/Pkinase_C/
Hhon_g02609.t1	natriuretic_peptide_receptor_2	NIT/HNOBA/Guanylate_cyc/
Hhon_g02610.t1	natriuretic_peptide_receptor_2	NIT/HNOBA/Guanylate_cyc/
Hhon_g02611.t1	BRCA2_DNA_repair_associated	BRCA2/BRCA2/BRCA2/BRCA2/BRCA-2_helical/BRCA-2_OB1/BRCA-2_OB3/
Hhon_g02612.t1	SBDS_ribosome_maturation_factor	SBDS/SBDS_C/
Hhon_g02613.t1	checkpoint_with_forkhead_and_ring_finger_domains	FHA/zf-C3HC4_2/zf-CRD/zf-CCHH/
Hhon_g02614.t1	small_integral_membrane_protein_14	DUF2615/
Hhon_g02615.t1	cyclin_N_terminal_domain_containing_1	
Hhon_g02616.t1	actin_related_protein_2_3_complex_subunit_3	P21-Arc/
Hhon_g02617.t1	ring_finger_protein_transmembrane_2	zf-RING_2/
Hhon_g02618.t1	paired_box_3	Homeodomain/
Hhon_g02619.t1	fatty_acid_desaturase_3	Cyt-b5/FA_desaturase/
Hhon_g02620.t1	clustered_mitochondria_homolog	CLU_N/DUF727/CLU/eIF3_p135/TPR_12/TPR_12/
Hhon_g02621.t1	replication_factor_C_subunit_2	AAA/Rep_fac_C/
Hhon_g02622.t1	pre_mRNA_processing_factor_8	PRO8NT/PROCN/RRM_4/U5_2-snRNA_bdg/U6-snRNA_bdg/PRP8_domainIV/JAB/PROCT/
Hhon_g02623.t1		IU_nuc_hydro/
Hhon_g02624.t1	platelet_activating_factor_acetylhydrolase_1b_regulatory_subunit_1	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
Hhon_g02625.t1		IU_nuc_hydro/
Hhon_g02626.t1		IU_nuc_hydro/
Hhon_g02627.t1		IU_nuc_hydro/
Hhon_g02628.t1	musashi_RNA_binding_protein_2	RRM_1/RRM_1/
Hhon_g02629.t1		
Hhon_g02630.t1	tRNA_methyltransferase_44_homolog	AdoMet_MTase/
Hhon_g02631.t1	cyclin_dependent_kinase_10	Pkinase/
Hhon_g02632.t1	fatty_acid_binding_protein_7	Lipocalin_7/
Hhon_g02633.t1	fatty_acid_binding_protein_9	
Hhon_g02634.t1	cellular_retinoic_acid_binding_protein_1	Lipocalin/
Hhon_g02635.t1	fatty_acid_binding_protein_2	Lipocalin_7/
Hhon_g02636.t1	fatty_acid_binding_protein_12	
Hhon_g02637.t1	mevalonate_kinase	GHMP_kinases_N/GHMP_kinases_C/
Hhon_g02638.t1	trichoplein_keratin_filament_binding	TPH/
Hhon_g02639.t1		
Hhon_g02640.t1	mitotic_spindle_organizing_protein_2B	MOZART2/
Hhon_g02641.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_b_member_1	SNF5/SNF5/
Hhon_g02642.t1		TPR_10/
Hhon_g02643.t1	ankyrin_repeat_domain_27	VPS9/
Hhon_g02644.t1		Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g02645.t1		DUF872/
Hhon_g02646.t1	nudix_hydrolase_19	
Hhon_g02647.t1	nudix_hydrolase_19	
Hhon_g02648.t1	nudix_hydrolase_19	
Hhon_g02649.t1	NGG1_interacting_factor_3_like_1	NIF3/
Hhon_g02650.t1	CD2_cytoplasmic_tail_binding_protein_2	GYF/
Hhon_g02651.t1	paxillin	LIM/LIM/LIM/LIM/
Hhon_g02652.t1		Thioredoxin_4/
Hhon_g02653.t1	coiled_coil_domain_containing_74B	CCDC92/CCDC74_C/
Hhon_g02654.t1		
Hhon_g02655.t1	dynein_axonemal_heavy_chain_10	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g02656.t1		PID_2/
Hhon_g02657.t1	signal_peptide_peptidase_like_3	Peptidase_A22B/
Hhon_g02658.t1	BUB1_mitotic_checkpoint_serine_threonine_kinase_B	Mad3_BUB1_I/Pkinase/
Hhon_g02659.t1	RNA_polymerase_I_and_III_subunit_C	RNA_pol_L/RNA_pol_A_bac/
Hhon_g02660.t1	ankyrin_repeat_domain_13B	Ank_2/GPCR_chapero_1/
Hhon_g02661.t1	HNF1_homeobox_B	HNF-1_N/
Hhon_g02662.t1	cytochrome_b5_domain_containing_2	Cyt-b5/
Hhon_g02663.t1	solute_carrier_family_18_member_B1	MFS_1/
Hhon_g02664.t1	sequestosome_1	PB1/UBA_5/
Hhon_g02665.t1	mediator_complex_subunit_15	KIX_2/Med15/
Hhon_g02666.t1	lysine_methyltransferase_5A	SET/
Hhon_g02667.t1	neurofibromin_1	RasGAP/CRAL_TRIO_2/
Hhon_g02668.t1	A_kinase_anchoring_protein_10	RGS/RGS/
Hhon_g02669.t1	metal_response_element_binding_transcription_factor_2	PHD/zf-MYND/
Hhon_g02670.t1		DUF2462/
Hhon_g02671.t1	SPT4_homolog_DSIF_elongation_factor_subunit	Spt4/
Hhon_g02672.t1	MLX_interacting_protein	HLH/
Hhon_g02673.t1	major_vault_protein	Vault_2/Vault/Vault/Vault/Vault_2/Vault/Vault_4/Vault_3/MVP_shoulder/
Hhon_g02674.t1	X_box_binding_protein_1	bZIP_1/
Hhon_g02675.t1	aryl_hydrocarbon_receptor_interacting_protein	FKBP_C/TPR_2/
Hhon_g02676.t1	Tu_translation_elongation_factor_mitochondrial	GTP_EFTU/GTP_EFTU_D2/GTP_EFTU_D3/
Hhon_g02677.t1	Tu_translation_elongation_factor_mitochondrial	GTP_EFTU/GTP_EFTU_D2/GTP_EFTU_D3/
Hhon_g02678.t1	transducin_beta_like_2	WD40/WD40/WD40/WD40/
Hhon_g02679.t1	rabaptin_RAB_GTPase_binding_effector_protein_1	Rabaptin/Rabaptin/Rab5-bind/
Hhon_g02680.t1	INO80_complex_subunit_B	PAPA-1/zf-HIT/
Hhon_g02681.t1	tubulin_delta_1	Tubulin/
Hhon_g02682.t1	transient_receptor_potential_cation_channel_subfamily_M_member_1	LSDAT_euk/Ion_trans/
Hhon_g02683.t1		
Hhon_g02684.t1	mitochondrial_ribosomal_protein_L50	Ribosomal_L50/
Hhon_g02685.t1	bolA_family_member_2	BolA/
Hhon_g02686.t1	Rab_interacting_lysosomal_protein_like_1	Jnk-SapK_ap_N/
Hhon_g02687.t1	mitochondrial_ribosomal_protein_L18	
Hhon_g02688.t1	transmembrane_p24_trafficking_protein_2	EMP24_GP25L/
Hhon_g02689.t1	notchless_homolog_1	NLE/WD40/ANAPC4_WD40/WD40/WD40/WD40/WD40/
Hhon_g02690.t1	glycosyltransferase_1_domain_containing_1	Glycos_transf_1/
Hhon_g02691.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g02692.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g02693.t1	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	GST_N_4/GST_C_6/
Hhon_g02694.t1		
Hhon_g02695.t1		Il2rg/
Hhon_g02696.t1	carboxypeptidase_D	Peptidase_M14/CarboxypepD_reg/Peptidase_M14/CarboxypepD_reg/
Hhon_g02697.t1	abhydrolase_domain_containing_15	
Hhon_g02698.t1	structure_specific_recognition_protein_1	POB3_N/SSrecog/Rtt106/HMG_box/
Hhon_g02699.t1		MRP_L53/
Hhon_g02700.t1	structure_specific_recognition_protein_1	POB3_N/
Hhon_g02701.t1		MRP_L53/
Hhon_g02702.t1		
Hhon_g02703.t1		
Hhon_g02704.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g02705.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g02706.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g02707.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g02708.t1	thymidine_phosphorylase	
Hhon_g02709.t1	NADH_ubiquinone_oxidoreductase_core_subunit_V1	Complex1_51K/SLBB/NADH_4Fe-4S/
Hhon_g02710.t1		
Hhon_g02711.t1		
Hhon_g02712.t1	serrate_RNA_effector_molecule	SERRATE_Ars2_N/ARS2/
Hhon_g02713.t1		
Hhon_g02714.t1	nuclear_speckle_splicing_regulatory_protein_1	DUF2040/
Hhon_g02715.t1	PHD_finger_protein_12	PHD/PHF12_MRG_bd/PHD/
Hhon_g02716.t1	developmentally_regulated_GTP_binding_protein_1	MMR_HSR1/MMR_HSR1_Xtn/TGS/
Hhon_g02717.t1	chromodomain_helicase_DNA_binding_protein_1_like	SNF2_N/Helicase_C/
Hhon_g02718.t1	serine_threonine_tyrosine_interacting_like_1	Rhodanese/DSPc/
Hhon_g02719.t1	nemo_like_kinase	Pkinase/
Hhon_g02720.t1	sirtuin_4	SIR2/
Hhon_g02721.t1	ubiquitin_recognition_factor_in_ER_associated_degradation_1	UFD1/
Hhon_g02722.t1		
Hhon_g02723.t1	G_protein_coupled_receptor_kinase_3	RGS/Pkinase/PH/
Hhon_g02724.t1	peroxisomal_membrane_protein_2	Mpv17_PMP22/
Hhon_g02725.t1	calcium_calmodulin_dependent_protein_kinase_kinase_2	Pkinase/
Hhon_g02726.t1	huntingtin_interacting_protein_1	ANTH/I_LWEQ/
Hhon_g02727.t1	zinc_and_ring_finger_3	zf-RING_2/
Hhon_g02728.t1	protein_phosphatase_Mg2_Mn2_dependent_1E	PP2C/
Hhon_g02729.t1	flotillin_2	Band_7/
Hhon_g02730.t1	flotillin_2	Band_7/
Hhon_g02731.t1	protein_phosphatase_4_catalytic_subunit	Metallophos/
Hhon_g02732.t1	telomerase_associated_protein_1	DUF4062/NACHT/TPR_12/TPR_12/
Hhon_g02733.t1		7tm_1/
Hhon_g02734.t1		
Hhon_g02735.t1		
Hhon_g02736.t1		
Hhon_g02737.t1		
Hhon_g02738.t1		
Hhon_g02739.t1	integrin_subunit_beta_5	I-EGF_1/EGF_2/
Hhon_g02740.t1		RHD_DNA_bind/
Hhon_g02741.t1	NFKB_inhibitor_alpha	Ank_2/Ank_2/Ank/
Hhon_g02742.t1	UDP_glucuronosyltransferase_family_2_member_B7	UDPGT/
Hhon_g02743.t1	solute_carrier_family_35_member_F5	
Hhon_g02744.t1	islet_cell_autoantigen_1	Arfaptin/ICA69/
Hhon_g02745.t1		
Hhon_g02746.t1	down_regulator_of_transcription_1	CBFD_NFYB_HMF/
Hhon_g02747.t1	supervillin	VHP/
Hhon_g02748.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C13	GYF_2/DnaJ/
Hhon_g02749.t1	actin_related_protein_3	Actin/
Hhon_g02750.t1	alkaline_phosphatase_placental	Alk_phosphatase/
Hhon_g02751.t1	alkaline_phosphatase_biomineralization_associated	Alk_phosphatase/Alk_phosphatase/
Hhon_g02752.t1	syntaxin_1B	Syntaxin/
Hhon_g02753.t1	syntaxin_2	Syntaxin/SNARE/
Hhon_g02754.t1	syntaxin_1A	Syntaxin/
Hhon_g02755.t1	syntaxin_1B	Syntaxin/
Hhon_g02756.t1	syntaxin_3	Syntaxin/SNARE/
Hhon_g02757.t1	alkaline_phosphatase_biomineralization_associated	Alk_phosphatase/
Hhon_g02758.t1	KxDL_motif_containing_1	KxDL/
Hhon_g02759.t1	phosphopantothenoylcysteine_decarboxylase	Flavoprotein/
Hhon_g02760.t1	FANCD2_and_FANCI_associated_nuclease_1	VRR_NUC/
Hhon_g02761.t1	shieldin_complex_subunit_2	FAM35_C/
Hhon_g02762.t1	chromosome_9_open_reading_frame_85	DUF2039/
Hhon_g02763.t1	histidine_ammonia_lyase	Par3_HAL_N_term/Lyase_aromatic/
Hhon_g02764.t1	spindle_and_kinetochore_associated_complex_subunit_1	SKA1/
Hhon_g02765.t1	anoctamin_8	Anoctamin/
Hhon_g02766.t1	betaine_homocysteine_S_methyltransferase	S-methyl_trans/
Hhon_g02767.t1	betaine_homocysteine_S_methyltransferase	S-methyl_trans/
Hhon_g02768.t1	dimethylglycine_dehydrogenase	DAO/FAO_M/GCV_T/GCV_T_C/
Hhon_g02769.t1	focadhesin	DUF3730/
Hhon_g02770.t1	pygopus_family_PHD_finger_1	PHD/
Hhon_g02771.t1	COPI_coat_complex_subunit_epsilon	Coatomer_E/
Hhon_g02772.t1	ubiquitin_conjugating_enzyme_E2_Q2	UQ_con/
Hhon_g02773.t1	CREB_regulated_transcription_coactivator_1	TORC_N/TORC_M/TORC_C/
Hhon_g02774.t1	IQ_motif_containing_GTPase_activating_protein_1	CH/IQ/IQ/RasGAP/RasGAP_C/
Hhon_g02775.t1	family_with_sequence_similarity_81_member_A	
Hhon_g02776.t1	tumor_protein_p53_inducible_protein_3	ADH_N/ADH_zinc_N/
Hhon_g02777.t1	kinase_suppressor_of_ras_2	Pkinase_Tyr/
Hhon_g02778.t1	ribonuclease_P_MRP_subunit_p14	RNase_P_Rpp14/
Hhon_g02779.t1	sirtuin_6	SIR2/SIR2/
Hhon_g02780.t1	HCLS1_associated_protein_X_1	
Hhon_g02781.t1	ATP_synthase_F1_subunit_alpha	ATP-synt_ab_N/ATP-synt_ab/ATP-synt_ab_C/
Hhon_g02782.t1	tetraspanin_3	Tetraspanin/
Hhon_g02783.t1	cyclin_Q	Cyclin_N/
Hhon_g02784.t1	nuclear_receptor_2C2_associated_protein	Sad1_UNC/
Hhon_g02785.t1	novel_transcript_readthrough_between_UQCR11_and_MBD3	UCR_6-4kD/
Hhon_g02786.t1	component_of_oligomeric_golgi_complex_1	Vps51/
Hhon_g02787.t1	mex_3_RNA_binding_family_member_C	KH_1/KH_1/zf-C3HC4_3/
Hhon_g02788.t1	methyl_CpG_binding_domain_protein_2	MBD_C/
Hhon_g02789.t1		Lipase_3/
Hhon_g02790.t1		TERB2/
Hhon_g02791.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C28	DnaJ/DUF1992/
Hhon_g02792.t1	DEAH_box_helicase_36	DEAD/Helicase_C/HA2/OB_NTP_bind/
Hhon_g02793.t1	DEAH_box_helicase_36	DEAD/Helicase_C/HA2/OB_NTP_bind/
Hhon_g02794.t1	Fc_fragment_of_IgG_binding_protein	IgGFc_binding/EGF/EGF/IgGFc_binding/hEGF/SRCR/
Hhon_g02795.t1	DEAD_box_helicase_59	zf-HIT/DEAD/Helicase_C/
Hhon_g02796.t1	TLE_family_member_1_transcriptional_corepressor	TLE_N/WD40/WD40/
Hhon_g02797.t1	SMG5_nonsense_mediated_mRNA_decay_factor	EST1/EST1_DNA_bind/PIN_4/
Hhon_g02798.t1	SAP_domain_containing_ribonucleoprotein	SAP/Tho1_MOS11_C/
Hhon_g02799.t1	SNF8_subunit_of_ESCRT_II	EAP30/
Hhon_g02800.t1	coiled_coil_domain_containing_148	
Hhon_g02801.t1		
Hhon_g02802.t1	proliferation_and_apoptosis_adaptor_protein_15	DED/NHL/NHL/
Hhon_g02803.t1		
Hhon_g02804.t1	phosphatidylserine_decarboxylase	PS_Dcarbxylase/
Hhon_g02805.t1	tetratricopeptide_repeat_domain_19	TPR_10/TPR_12/TPR_10/TPR_12/TPR_12/COR/TPR_12/
Hhon_g02806.t1	FAST_kinase_domains_3	FAST_1/RAP/
Hhon_g02807.t1	Bardet_Biedl_syndrome_12	Cpn60_TCP1/
Hhon_g02808.t1	coenzyme_Q10B	Polyketide_cyc/
Hhon_g02809.t1	citrate_synthase	Citrate_synt/
Hhon_g02810.t1	heat_shock_protein_family_E_Hsp10_member_1	Cpn10/
Hhon_g02811.t1	heat_shock_protein_family_D_Hsp60_member_1	Cpn60_TCP1/
Hhon_g02812.t1	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/
Hhon_g02813.t1	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/
Hhon_g02814.t1	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/
Hhon_g02815.t1	polypeptide_N_acetylgalactosaminyltransferase_1	Glycos_transf_2/Ricin_B_lectin/
Hhon_g02816.t1	polypeptide_N_acetylgalactosaminyltransferase_13	Glycos_transf_2/Ricin_B_lectin/
Hhon_g02817.t1	corepressor_interacting_with_RBPJ_CIR1	Cir_N/
Hhon_g02818.t1	methenyltetrahydrofolate_synthetase	5-FTHF_cyc-lig/
Hhon_g02819.t1	somatostatin_receptor_5	7tm_1/
Hhon_g02820.t1	myosin_X	SH3_19/Myosin_head/IQ/IQ/PH/PH/MyTH4/FERM_M/
Hhon_g02821.t1	BRCA1_DNA_repair_associated	zf-C3HC4/BRCT/
Hhon_g02822.t1	ribonuclease_P_MRP_subunit_p25_like	Alba/
Hhon_g02823.t1	ubiquitin_specific_peptidase_40	UCH/
Hhon_g02824.t1	reversion_inducing_cysteine_rich_protein_with_kazal_motifs	Kazal_2/Kazal_2/
Hhon_g02825.t1	aladin_WD_repeat_nucleoporin	ANAPC4_WD40/WD40/PD40/
Hhon_g02826.t1	RAB18_member_RAS_oncogene_family	Ras/
Hhon_g02827.t1	ribosomal_protein_L27	Ribosomal_L27e/
Hhon_g02828.t1	meiosis_regulator_for_oocyte_development	zinc_ribbon_16/
Hhon_g02829.t1	replication_protein_A3	Rep_fac-A_3/
Hhon_g02830.t1	ADP_ribosylation_factor_1	Arf/
Hhon_g02831.t1		
Hhon_g02832.t1	family_with_sequence_similarity_117_member_B	FAM117/FAM117/
Hhon_g02833.t1	prolyl_4_hydroxylase_subunit_alpha_1	2OG-FeII_Oxy_3/
Hhon_g02834.t1	metabolism_of_cobalamin_associated_D	MMADHC/
Hhon_g02835.t1	chromosome_1_open_reading_frame_35	MMtag/
Hhon_g02836.t1	kinesin_family_member_5A	Kinesin/
Hhon_g02837.t1	Ras_association_RalGDS_AF_6_and_pleckstrin_homology_domains_1	RA/
Hhon_g02838.t1	growth_factor_receptor_bound_protein_14	SAM_2/RA/SH2/
Hhon_g02839.t1	histamine_receptor_H2	7tm_1/
Hhon_g02840.t1		
Hhon_g02841.t1	growth_hormone_secretagogue_receptor	7tm_1/
Hhon_g02842.t1	cholinergic_receptor_muscarinic_3	7tm_1/
Hhon_g02843.t1	thymine_DNA_glycosylase	UDG/
Hhon_g02844.t1		
Hhon_g02845.t1	epiphycan	LRR_8/LRR_8/LRR_8/
Hhon_g02846.t1		LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g02847.t1		LRR_8/LRR_8/
Hhon_g02848.t1		LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g02849.t1		LRR_8/LRR_8/LRR_8/
Hhon_g02850.t1		LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
Hhon_g02851.t1	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
Hhon_g02852.t1	RNA_polymerase_mitochondrial	RPOL_N/RNA_pol/
Hhon_g02853.t1	ATPase_phospholipid_transporting_8A1	PhoLip_ATPase_N/Cation_ATPase/PhoLip_ATPase_C/
Hhon_g02854.t1		
Hhon_g02855.t1	SAP30_like	zf-SAP30/SAP30_Sin3_bdg/
Hhon_g02856.t1	WD_repeat_domain_49	EF-hand_8/WD40/WD40/WD40/WD40/WD40/
Hhon_g02857.t1	THUMP_domain_containing_3	THUMP/UPF0020/
Hhon_g02858.t1	pleiotropic_regulator_1	WD40/WD40/WD40/WD40/WD40/
Hhon_g02859.t1		
Hhon_g02860.t1		
Hhon_g02861.t1		
Hhon_g02862.t1	hyaluronan_mediated_motility_receptor	HMMR_N/HMMR_C/
Hhon_g02863.t1	sodium_channel_and_clathrin_linker_1	CCCAP/
Hhon_g02864.t1	sidekick_cell_adhesion_molecule_1	I-set/fn3/fn3/fn3/
Hhon_g02865.t1	tryptophan_2_3_dioxygenase	Trp_dioxygenase/
Hhon_g02866.t1	tryptophan_2_3_dioxygenase	Trp_dioxygenase/
Hhon_g02867.t1	solute_carrier_family_25_member_15	Mito_carr/Mito_carr/Mito_carr/
Hhon_g02868.t1	apoptotic_peptidase_activating_factor_1	NB-ARC/
Hhon_g02869.t1		
Hhon_g02870.t1	interleukin_enhancer_binding_factor_2	DZF/
Hhon_g02871.t1	kinesin_family_member_23	Kinesin/MKLP1_Arf_bdg/
Hhon_g02872.t1	kinesin_family_member_23	Kinesin/
Hhon_g02873.t1	transcription_factor_3	HLH/
Hhon_g02874.t1		
Hhon_g02875.t1	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g02876.t1	phosphodiesterase_12	Exo_endo_phos/
Hhon_g02877.t1		
Hhon_g02878.t1		
Hhon_g02879.t1	small_nuclear_RNA_activating_complex_polypeptide_4	IgGFc_binding/fn3/Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/
Hhon_g02880.t1	ATP_binding_cassette_subfamily_B_member_6_Langereis_blood_group	MTABC_N/ABC_membrane/ABC_tran/
Hhon_g02881.t1	ATP_binding_cassette_subfamily_B_member_6_Langereis_blood_group	MTABC_N/ABC_membrane/ABC_tran/
Hhon_g02882.t1	TBC1_domain_family_member_15	RabGAP-TBC/
Hhon_g02883.t1	CTD_small_phosphatase_like_2	NIF/
Hhon_g02884.t1	eEF1A_lysine_and_N_terminal_methyltransferase	Methyltransf_25/
Hhon_g02885.t1	protein_tyrosine_phosphatase_receptor_type_Z1	Y_phosphatase/Y_phosphatase/
Hhon_g02886.t1	cold_shock_domain_containing_E1	CSD/CSD/SUZ-C/
Hhon_g02887.t1	thymocyte_nuclear_protein_1	EVE/
Hhon_g02888.t1	NIMA_related_kinase_8	Pkinase/RCC1/RCC1/RCC1/RCC1/RCC1/
Hhon_g02889.t1	SEC11_homolog_C_signal_peptidase_complex_subunit	Peptidase_S24/
Hhon_g02890.t1	melanotransferrin	Transferrin/Transferrin/
Hhon_g02891.t1	RAB11B_member_RAS_oncogene_family	Ras/
Hhon_g02892.t1	leucine_rich_repeat_containing_71	LRR_6/LRR_6/LRR_6/LRR_6/
Hhon_g02893.t1	solute_carrier_family_35_member_F3	EamA/
Hhon_g02894.t1		
Hhon_g02895.t1	solute_carrier_family_35_member_F3	
