orthogroup	transcript	species	gene	name
OG_2660	Hhon_g10122.t1	Hhon	Hhon_g10122.t1	EBNA1_binding_protein_2
OG_2660	HoiH23_PlH23_001512-RA	HoiH23	HoiH23_PlH23_001512	EBNA1_binding_protein_2
OG_2660	TrH2_TrispH2_001375-RA	TrH2	TrH2_TrispH2_001375	EBNA1_binding_protein_2
OG_2660	Tadh_TriadT57829	Tadh	Tadh_TriadG57829	EBNA1_binding_protein_2
OG_2661	Tadh_TriadT64058	Tadh	Tadh_TriadG64058	
OG_2661	Hhon_g10124.t1	Hhon	Hhon_g10124.t1	
OG_2661	HoiH23_PlH23_001514-RA	HoiH23	HoiH23_PlH23_001514	
OG_2661	TrH2_TrispH2_001377-RA	TrH2	TrH2_TrispH2_001377	
OG_2662	TrH2_TrispH2_001381-RA	TrH2	TrH2_TrispH2_001381	Yip1_domain_family_member_1
OG_2662	Tadh_TriadT57835	Tadh	Tadh_TriadG57835	Yip1_domain_family_member_1
OG_2662	Hhon_g10128.t1	Hhon	Hhon_g10128.t1	Yip1_domain_family_member_1
OG_2662	HoiH23_PlH23_001518-RA	HoiH23	HoiH23_PlH23_001518	Yip1_domain_family_member_1
OG_2663	TrH2_TrispH2_001386-RA	TrH2	TrH2_TrispH2_001386	
OG_2663	Tadh_TriadT57840	Tadh	Tadh_TriadG57840	
OG_2663	Hhon_g10133.t1	Hhon	Hhon_g10133.t1	
OG_2663	HoiH23_PlH23_001523-RA	HoiH23	HoiH23_PlH23_001523	
OG_2664	TrH2_TrispH2_001389-RA	TrH2	TrH2_TrispH2_001389	NIPBL_cohesin_loading_factor
OG_2664	Tadh_TriadT57843	Tadh	Tadh_TriadG57843	NIPBL_cohesin_loading_factor
OG_2664	Hhon_g10136.t1	Hhon	Hhon_g10136.t1	NIPBL_cohesin_loading_factor
OG_2664	HoiH23_PlH23_001526-RA	HoiH23	HoiH23_PlH23_001526	NIPBL_cohesin_loading_factor
OG_2665	HoiH23_PlH23_001527-RA	HoiH23	HoiH23_PlH23_001527	3_hydroxy_3_methylglutaryl_CoA_synthase_1
OG_2665	TrH2_TrispH2_001390-RA	TrH2	TrH2_TrispH2_001390	3_hydroxy_3_methylglutaryl_CoA_synthase_1
OG_2665	Tadh_TriadT27878	Tadh	Tadh_TriadG27878	3_hydroxy_3_methylglutaryl_CoA_synthase_1
OG_2665	Hhon_g10137.t1	Hhon	Hhon_g10137.t1	3_hydroxy_3_methylglutaryl_CoA_synthase_1
OG_2666	Tadh_TriadT57846	Tadh	Tadh_TriadG57846	importin_13
OG_2666	Hhon_g10139.t1	Hhon	Hhon_g10139.t1	importin_13
OG_2666	HoiH23_PlH23_001529-RA	HoiH23	HoiH23_PlH23_001529	importin_13
OG_2666	TrH2_TrispH2_001392-RA	TrH2	TrH2_TrispH2_001392	importin_13
OG_2667	Tadh_TriadT57847	Tadh	Tadh_TriadG57847	armadillo_like_helical_domain_containing_1
OG_2667	Hhon_g10140.t1	Hhon	Hhon_g10140.t1	armadillo_like_helical_domain_containing_1
OG_2667	HoiH23_PlH23_001530-RA	HoiH23	HoiH23_PlH23_001530	armadillo_like_helical_domain_containing_1
OG_2667	TrH2_TrispH2_001393-RA	TrH2	TrH2_TrispH2_001393	armadillo_like_helical_domain_containing_1
OG_2668	HoiH23_PlH23_006039-RA	HoiH23	HoiH23_PlH23_006039	glucosamine_6_phosphate_deaminase_2
OG_2668	Tadh_TriadT33724	Tadh	Tadh_TriadG33724	glucosamine_6_phosphate_deaminase_2
OG_2668	TrH2_TrispH2_008364-RA	TrH2	TrH2_TrispH2_008364	glucosamine_6_phosphate_deaminase_2
OG_2668	Hhon_g10157.t1	Hhon	Hhon_g10157.t1	glucosamine_6_phosphate_deaminase_2
OG_2669	Tadh_TriadT61605	Tadh	Tadh_TriadG61605	
OG_2669	TrH2_TrispH2_010653-RA	TrH2	TrH2_TrispH2_010653	
OG_2669	Hhon_g10166.t1	Hhon	Hhon_g10166.t1	
OG_2669	HoiH23_PlH23_009195-RA	HoiH23	HoiH23_PlH23_009195	
OG_2670	TrH2_TrispH2_007243-RA	TrH2	TrH2_TrispH2_007243	
OG_2670	Tadh_TriadT60837	Tadh	Tadh_TriadG60837	
OG_2670	HoiH23_PlH23_009193-RA	HoiH23	HoiH23_PlH23_009193	
OG_2670	Hhon_g10168.t1	Hhon	Hhon_g10168.t1	
OG_2671	Hhon_g10171.t1	Hhon	Hhon_g10171.t1	
OG_2671	HoiH23_PlH23_008449-RA	HoiH23	HoiH23_PlH23_008449	
OG_2671	TrH2_TrispH2_008787-RA	TrH2	TrH2_TrispH2_008787	
OG_2671	Tadh_TriadT60547	Tadh	Tadh_TriadG60547	
OG_2672	Hhon_g10211.t1	Hhon	Hhon_g10211.t1	origin_recognition_complex_subunit_5
OG_2672	Tadh_TriadT56402	Tadh	Tadh_TriadG56402	origin_recognition_complex_subunit_5
OG_2672	HoiH23_PlH23_000243-RA	HoiH23	HoiH23_PlH23_000243	origin_recognition_complex_subunit_5
OG_2672	TrH2_TrispH2_001180-RA	TrH2	TrH2_TrispH2_001180	origin_recognition_complex_subunit_5
OG_2673	TrH2_TrispH2_001181-RA	TrH2	TrH2_TrispH2_001181	SMCR8_C9orf72_complex_subunit
OG_2673	Hhon_g05430.t1	Hhon	Hhon_g05430.t1	SMCR8_C9orf72_complex_subunit
OG_2673	HoiH23_PlH23_000253-RA	HoiH23	HoiH23_PlH23_000253	SMCR8_C9orf72_complex_subunit
OG_2673	Tadh_TriadT56403	Tadh	Tadh_TriadG56403	SMCR8_C9orf72_complex_subunit
OG_2673	Hhon_g03726.t1	Hhon	Hhon_g03726.t1	
OG_2673	Hhon_g10222.t1	Hhon	Hhon_g10222.t1	SMCR8_C9orf72_complex_subunit
OG_2674	TrH2_TrispH2_008762-RA	TrH2	TrH2_TrispH2_008762	ribosomal_RNA_processing_8
OG_2674	HoiH23_PlH23_008440-RA	HoiH23	HoiH23_PlH23_008440	ribosomal_RNA_processing_8
OG_2674	Hhon_g10230.t1	Hhon	Hhon_g10230.t1	ribosomal_RNA_processing_8
OG_2674	Tadh_TriadT22483	Tadh	Tadh_TriadG22483	ribosomal_RNA_processing_8
OG_2675	Hhon_g10232.t1	Hhon	Hhon_g10232.t1	
OG_2675	Tadh_TriadT54929	Tadh	Tadh_TriadG54929	
OG_2675	HoiH23_hyp_clust2751.t1	HoiH23	HoiH23_hyp_clust2751	
OG_2675	TrH2_TrispH2_008760-RA	TrH2	TrH2_TrispH2_008760	
OG_2676	TrH2_TrispH2_010683-RA	TrH2	TrH2_TrispH2_010683	YAE1_maturation_factor_of_ABCE1
OG_2676	HoiH23_PlH23_008447-RA	HoiH23	HoiH23_PlH23_008447	YAE1_maturation_factor_of_ABCE1
OG_2676	Hhon_g10238.t1	Hhon	Hhon_g10238.t1	YAE1_maturation_factor_of_ABCE1
OG_2676	Tadh_TriadT54923	Tadh	Tadh_TriadG54923	YAE1_maturation_factor_of_ABCE1
OG_2677	Hhon_g10243.t1	Hhon	Hhon_g10243.t1	ybeY_metalloendoribonuclease
OG_2677	Tadh_TriadT54920	Tadh	Tadh_TriadG54920	ybeY_metalloendoribonuclease
OG_2677	TrH2_TrispH2_010680-RA	TrH2	TrH2_TrispH2_010680	ybeY_metalloendoribonuclease
OG_2677	HoiH23_PlH23_008451-RA	HoiH23	HoiH23_PlH23_008451	ybeY_metalloendoribonuclease
OG_2678	Hhon_g10252.t1	Hhon	Hhon_g10252.t1	
OG_2678	Tadh_TriadT52891	Tadh	Tadh_TriadG52891	
OG_2678	TrH2_TrispH2_004204-RA	TrH2	TrH2_TrispH2_004204	
OG_2678	HoiH23_PlH23_009650-RA	HoiH23	HoiH23_PlH23_009650	
OG_2679	HoiH23_PlH23_008902-RA	HoiH23	HoiH23_PlH23_008902	
OG_2679	Hhon_g10260.t1	Hhon	Hhon_g10260.t1	
OG_2679	Tadh_TriadT60464	Tadh	Tadh_TriadG60464	
OG_2679	TrH2_TrispH2_002971-RA	TrH2	TrH2_TrispH2_002971	
OG_2680	HoiH23_PlH23_010218-RA	HoiH23	HoiH23_PlH23_010218	zinc_finger_CCCH_type_containing_15
OG_2680	TrH2_TrispH2_002976-RA	TrH2	TrH2_TrispH2_002976	zinc_finger_CCCH_type_containing_15
OG_2680	Tadh_TriadT60469	Tadh	Tadh_TriadG60469	zinc_finger_CCCH_type_containing_15
OG_2680	Hhon_g10263.t1	Hhon	Hhon_g10263.t1	zinc_finger_CCCH_type_containing_15
OG_2681	HoiH23_PlH23_010220-RA	HoiH23	HoiH23_PlH23_010220	
OG_2681	TrH2_TrispH2_002979-RA	TrH2	TrH2_TrispH2_002979	
OG_2681	Tadh_TriadT60471	Tadh	Tadh_TriadG60471	
OG_2681	Hhon_g10265.t1	Hhon	Hhon_g10265.t1	
OG_2682	Hhon_g10270.t1	Hhon	Hhon_g10270.t1	importin_5
OG_2682	Tadh_TriadT51271	Tadh	Tadh_TriadG51271	importin_5
OG_2682	Hhon_g10271.t1	Hhon	Hhon_g10271.t1	importin_5
OG_2682	HoiH23_PlH23_008505-RA	HoiH23	HoiH23_PlH23_008505	importin_5
OG_2682	TrH2_TrispH2_008144-RA	TrH2	TrH2_TrispH2_008144	importin_5
OG_2683	Hhon_g10274.t1	Hhon	Hhon_g10274.t1	calcium_binding_protein_39
OG_2683	Tadh_TriadT63161	Tadh	Tadh_TriadG63161	calcium_binding_protein_39
OG_2683	HoiH23_PlH23_008501-RA	HoiH23	HoiH23_PlH23_008501	calcium_binding_protein_39
OG_2683	TrH2_TrispH2_008148-RA	TrH2	TrH2_TrispH2_008148	calcium_binding_protein_39
OG_2684	HoiH23_PlH23_010108-RA	HoiH23	HoiH23_PlH23_010108	
OG_2684	TrH2_TrispH2_006711-RA	TrH2	TrH2_TrispH2_006711	cilia_and_flagella_associated_protein_126
OG_2684	Tadh_TriadT51280	Tadh	Tadh_TriadG51280	cilia_and_flagella_associated_protein_126
OG_2684	Hhon_g10279.t1	Hhon	Hhon_g10279.t1	cilia_and_flagella_associated_protein_126
OG_2685	TrH2_TrispH2_006713-RA	TrH2	TrH2_TrispH2_006713	
OG_2685	Hhon_g10281.t1	Hhon	Hhon_g10281.t1	COP9_signalosome_subunit_9
OG_2686	Hhon_g10282.t1	Hhon	Hhon_g10282.t1	ribosomal_protein_L22
OG_2686	TrH2_TrispH2_006714-RA	TrH2	TrH2_TrispH2_006714	ribosomal_protein_L22
OG_2686	Tadh_TriadT18459	Tadh	Tadh_TriadG18459	ribosomal_protein_L22
OG_2686	HoiH23_PlH23_010106-RA	HoiH23	HoiH23_PlH23_010106	ribosomal_protein_L22
OG_2687	TrH2_TrispH2_006720-RA	TrH2	TrH2_TrispH2_006720	nuclear_FMR1_interacting_protein_1
OG_2687	Tadh_TriadT51288	Tadh	Tadh_TriadG51288	nuclear_FMR1_interacting_protein_1
OG_2687	Hhon_g10287.t1	Hhon	Hhon_g10287.t1	nuclear_FMR1_interacting_protein_1
OG_2687	HoiH23_PlH23_009478-RA	HoiH23	HoiH23_PlH23_009478	nuclear_FMR1_interacting_protein_1
OG_2688	TrH2_TrispH2_006721-RA	TrH2	TrH2_TrispH2_006721	nuclear_cap_binding_protein_subunit_2
OG_2688	Tadh_TriadT19119	Tadh	Tadh_TriadG19119	nuclear_cap_binding_protein_subunit_2
OG_2688	HoiH23_PlH23_009477-RA	HoiH23	HoiH23_PlH23_009477	nuclear_cap_binding_protein_subunit_2
OG_2688	Hhon_g10288.t1	Hhon	Hhon_g10288.t1	nuclear_cap_binding_protein_subunit_2
OG_2689	Tadh_TriadT55521	Tadh	Tadh_TriadG55521	HIV_1_Tat_interactive_protein_2
OG_2689	HoiH23_PlH23_001728-RA	HoiH23	HoiH23_PlH23_001728	HIV_1_Tat_interactive_protein_2
OG_2689	TrH2_TrispH2_004452-RA	TrH2	TrH2_TrispH2_004452	HIV_1_Tat_interactive_protein_2
OG_2689	Hhon_g10297.t1	Hhon	Hhon_g10297.t1	HIV_1_Tat_interactive_protein_2
OG_2690	HoiH23_PlH23_001723-RA	HoiH23	HoiH23_PlH23_001723	fat_storage_inducing_transmembrane_protein_2
OG_2690	Tadh_TriadT24039	Tadh	Tadh_TriadG24039	fat_storage_inducing_transmembrane_protein_2
OG_2690	Hhon_g10301.t1	Hhon	Hhon_g10301.t1	fat_storage_inducing_transmembrane_protein_2
OG_2690	TrH2_TrispH2_003785-RA	TrH2	TrH2_TrispH2_003785	fat_storage_inducing_transmembrane_protein_2
OG_2691	Tadh_TriadT55528	Tadh	Tadh_TriadG55528	programmed_cell_death_5
OG_2691	HoiH23_PlH23_001721-RA	HoiH23	HoiH23_PlH23_001721	programmed_cell_death_5
OG_2691	Hhon_g10303.t1	Hhon	Hhon_g10303.t1	programmed_cell_death_5
OG_2691	TrH2_TrispH2_003787-RA	TrH2	TrH2_TrispH2_003787	programmed_cell_death_5
OG_2692	TrH2_TrispH2_003789-RA	TrH2	TrH2_TrispH2_003789	centrosomal_protein_192
OG_2692	Hhon_g10305.t1	Hhon	Hhon_g10305.t1	centrosomal_protein_192
OG_2692	HoiH23_PlH23_001719-RA	HoiH23	HoiH23_PlH23_001719	centrosomal_protein_192
OG_2692	Tadh_TriadT55530	Tadh	Tadh_TriadG55530	centrosomal_protein_192
OG_2693	Hhon_g10306.t1	Hhon	Hhon_g10306.t1	
OG_2693	TrH2_TrispH2_003790-RA	TrH2	TrH2_TrispH2_003790	
OG_2693	Tadh_TriadT55531	Tadh	Tadh_TriadG55531	
OG_2693	HoiH23_PlH23_001718-RA	HoiH23	HoiH23_PlH23_001718	
OG_2694	Hhon_g10307.t1	Hhon	Hhon_g10307.t1	cyclin_D1_binding_protein_1
OG_2694	TrH2_TrispH2_003791-RA	TrH2	TrH2_TrispH2_003791	cyclin_D1_binding_protein_1
OG_2694	Tadh_TriadT55532	Tadh	Tadh_TriadG55532	cyclin_D1_binding_protein_1
OG_2694	HoiH23_PlH23_001717-RA	HoiH23	HoiH23_PlH23_001717	cyclin_D1_binding_protein_1
OG_2695	HoiH23_PlH23_006767-RA	HoiH23	HoiH23_PlH23_006767	alkB_homolog_1_histone_H2A_dioxygenase
OG_2695	TrH2_TrispH2_005503-RA	TrH2	TrH2_TrispH2_005503	alkB_homolog_1_histone_H2A_dioxygenase
OG_2695	Hhon_g10309.t1	Hhon	Hhon_g10309.t1	alkB_homolog_1_histone_H2A_dioxygenase
OG_2695	Tadh_TriadT24904	Tadh	Tadh_TriadG24904	alkB_homolog_1_histone_H2A_dioxygenase
OG_2696	TrH2_TrispH2_005509-RA	TrH2	TrH2_TrispH2_005509	PDS5_cohesin_associated_factor_B
OG_2696	Hhon_g10315.t1	Hhon	Hhon_g10315.t1	PDS5_cohesin_associated_factor_A
OG_2696	Tadh_TriadT56191	Tadh	Tadh_TriadG56191	PDS5_cohesin_associated_factor_A
OG_2696	HoiH23_PlH23_006772-RA	HoiH23	HoiH23_PlH23_006772	PDS5_cohesin_associated_factor_B
OG_2697	TrH2_TrispH2_005510-RA	TrH2	TrH2_TrispH2_005510	exocyst_complex_component_1
OG_2697	Hhon_g10316.t1	Hhon	Hhon_g10316.t1	exocyst_complex_component_1
OG_2697	Tadh_TriadT25724	Tadh	Tadh_TriadG25724	exocyst_complex_component_1
OG_2697	HoiH23_PlH23_006773-RA	HoiH23	HoiH23_PlH23_006773	exocyst_complex_component_1
OG_2698	Tadh_TriadT57420	Tadh	Tadh_TriadG57420	mitochondrial_ribosomal_protein_L47
OG_2698	TrH2_TrispH2_005442-RA	TrH2	TrH2_TrispH2_005442	mitochondrial_ribosomal_protein_L47
OG_2698	HoiH23_PlH23_007901-RA	HoiH23	HoiH23_PlH23_007901	mitochondrial_ribosomal_protein_L47
OG_2698	Hhon_g10342.t1	Hhon	Hhon_g10342.t1	mitochondrial_ribosomal_protein_L47
OG_2699	TrH2_TrispH2_005441-RA	TrH2	TrH2_TrispH2_005441	exocyst_complex_component_8
OG_2699	HoiH23_PlH23_007902-RA	HoiH23	HoiH23_PlH23_007902	exocyst_complex_component_8
OG_2699	Hhon_g10343.t1	Hhon	Hhon_g10343.t1	exocyst_complex_component_8
OG_2699	Tadh_TriadT57419	Tadh	Tadh_TriadG57419	exocyst_complex_component_8
OG_2700	Hhon_g10346.t1	Hhon	Hhon_g10346.t1	chromosome_1_open_reading_frame_50
OG_2700	HoiH23_PlH23_007905-RA	HoiH23	HoiH23_PlH23_007905	chromosome_1_open_reading_frame_50
OG_2700	Tadh_TriadT36122	Tadh	Tadh_TriadG36122	chromosome_1_open_reading_frame_50
OG_2700	TrH2_TrispH2_005440-RA	TrH2	TrH2_TrispH2_005440	chromosome_1_open_reading_frame_50
OG_2701	TrH2_TrispH2_010266-RA	TrH2	TrH2_TrispH2_010266	adenosylmethionine_decarboxylase_1
OG_2701	Hhon_g10357.t1	Hhon	Hhon_g10357.t1	adenosylmethionine_decarboxylase_1
OG_2701	Tadh_TriadT56768	Tadh	Tadh_TriadG56768	adenosylmethionine_decarboxylase_1
OG_2701	HoiH23_PlH23_008417-RA	HoiH23	HoiH23_PlH23_008417	adenosylmethionine_decarboxylase_1
OG_2702	HoiH23_PlH23_008418-RA	HoiH23	HoiH23_PlH23_008418	adenosylmethionine_decarboxylase_1
OG_2702	Hhon_g10356.t1	Hhon	Hhon_g10356.t1	adenosylmethionine_decarboxylase_1
OG_2703	TrH2_TrispH2_010265-RA	TrH2	TrH2_TrispH2_010265	mitochondrial_genome_maintenance_exonuclease_1
OG_2703	Tadh_TriadT56767	Tadh	Tadh_TriadG56767	mitochondrial_genome_maintenance_exonuclease_1
OG_2703	Hhon_g10358.t1	Hhon	Hhon_g10358.t1	mitochondrial_genome_maintenance_exonuclease_1
OG_2703	HoiH23_PlH23_008416-RA	HoiH23	HoiH23_PlH23_008416	mitochondrial_genome_maintenance_exonuclease_1
OG_2704	TrH2_TrispH2_010264-RA	TrH2	TrH2_TrispH2_010264	organic_solute_carrier_partner_1
OG_2704	Hhon_g10359.t1	Hhon	Hhon_g10359.t1	organic_solute_carrier_partner_1
OG_2704	Tadh_TriadT50333	Tadh	Tadh_TriadG50333	organic_solute_carrier_partner_1
OG_2704	HoiH23_PlH23_008415-RA	HoiH23	HoiH23_PlH23_008415	organic_solute_carrier_partner_1
OG_2705	Tadh_TriadT56765	Tadh	Tadh_TriadG56765	origin_recognition_complex_subunit_3
OG_2705	HoiH23_PlH23_008414-RA	HoiH23	HoiH23_PlH23_008414	origin_recognition_complex_subunit_3
OG_2705	Hhon_g10360.t1	Hhon	Hhon_g10360.t1	origin_recognition_complex_subunit_3
OG_2705	TrH2_TrispH2_010263-RA	TrH2	TrH2_TrispH2_010263	origin_recognition_complex_subunit_3
OG_2706	HoiH23_PlH23_006664-RA	HoiH23	HoiH23_PlH23_006664	
OG_2706	Hhon_g10373.t1	Hhon	Hhon_g10373.t1	
OG_2706	TrH2_TrispH2_009692-RA	TrH2	TrH2_TrispH2_009692	
OG_2706	Tadh_TriadT25985	Tadh	Tadh_TriadG25985	
OG_2707	TrH2_TrispH2_010115-RA	TrH2	TrH2_TrispH2_010115	F_box_protein_36
OG_2707	Tadh_TriadT29750	Tadh	Tadh_TriadG29750	F_box_protein_36
OG_2707	Hhon_g10381.t1	Hhon	Hhon_g10381.t1	F_box_protein_36
OG_2707	HoiH23_PlH23_006310-RA	HoiH23	HoiH23_PlH23_006310	F_box_protein_36
OG_2708	Tadh_TriadT64192	Tadh	Tadh_TriadG64192	
OG_2708	HoiH23_PlH23_006308-RA	HoiH23	HoiH23_PlH23_006308	
OG_2708	Hhon_g10383.t1	Hhon	Hhon_g10383.t1	
OG_2708	TrH2_TrispH2_010113-RA	TrH2	TrH2_TrispH2_010113	
OG_2709	HoiH23_PlH23_006307-RA	HoiH23	HoiH23_PlH23_006307	
OG_2709	TrH2_TrispH2_010112-RA	TrH2	TrH2_TrispH2_010112	
OG_2709	Hhon_g10384.t1	Hhon	Hhon_g10384.t1	
OG_2709	Tadh_TriadT29634	Tadh	Tadh_TriadG29634	
OG_2710	HoiH23_PlH23_006300-RA	HoiH23	HoiH23_PlH23_006300	zinc_finger_B_box_domain_containing
OG_2710	TrH2_TrispH2_010104-RA	TrH2	TrH2_TrispH2_010104	zinc_finger_B_box_domain_containing
OG_2710	Hhon_g10391.t1	Hhon	Hhon_g10391.t1	
OG_2710	Tadh_TriadT59540	Tadh	Tadh_TriadG59540	
OG_2711	TrH2_TrispH2_007135-RA	TrH2	TrH2_TrispH2_007135	
OG_2711	HoiH23_PlH23_002987-RA	HoiH23	HoiH23_PlH23_002987	
OG_2711	Hhon_g10398.t1	Hhon	Hhon_g10398.t1	
OG_2712	TrH2_TrispH2_007142-RA	TrH2	TrH2_TrispH2_007142	RNA_binding_motif_protein_48
OG_2712	HoiH23_PlH23_002993-RA	HoiH23	HoiH23_PlH23_002993	RNA_binding_motif_protein_48
OG_2712	Hhon_g10404.t1	Hhon	Hhon_g10404.t1	RNA_binding_motif_protein_48
OG_2713	Hhon_g10405.t1	Hhon	Hhon_g10405.t1	N_myristoyltransferase_1
OG_2713	TrH2_TrispH2_007143-RA	TrH2	TrH2_TrispH2_007143	N_myristoyltransferase_2
OG_2713	HoiH23_PlH23_002994-RA	HoiH23	HoiH23_PlH23_002994	N_myristoyltransferase_1
OG_2714	Hhon_g10407.t1	Hhon	Hhon_g10407.t1	ciliogenesis_associated_TTC17_interacting_protein
OG_2714	TrH2_TrispH2_007145-RA	TrH2	TrH2_TrispH2_007145	ciliogenesis_associated_TTC17_interacting_protein
OG_2714	HoiH23_PlH23_002996-RA	HoiH23	HoiH23_PlH23_002996	ciliogenesis_associated_TTC17_interacting_protein
OG_2715	Hhon_g10408.t1	Hhon	Hhon_g10408.t1	
OG_2715	TrH2_TrispH2_007146-RA	TrH2	TrH2_TrispH2_007146	
OG_2715	HoiH23_PlH23_002997-RA	HoiH23	HoiH23_PlH23_002997	
OG_2716	Hhon_g10409.t1	Hhon	Hhon_g10409.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1
OG_2716	TrH2_TrispH2_007147-RA	TrH2	TrH2_TrispH2_007147	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1
OG_2716	HoiH23_PlH23_002998-RA	HoiH23	HoiH23_PlH23_002998	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1
OG_2717	HoiH23_PlH23_002999-RA	HoiH23	HoiH23_PlH23_002999	transmembrane_protein_106B
OG_2717	Hhon_g10410.t1	Hhon	Hhon_g10410.t1	transmembrane_protein_106B
OG_2717	TrH2_TrispH2_008546-RA	TrH2	TrH2_TrispH2_008546	transmembrane_protein_106B
OG_2718	Hhon_g10413.t1	Hhon	Hhon_g10413.t1	
OG_2718	HoiH23_PlH23_003002-RA	HoiH23	HoiH23_PlH23_003002	
OG_2718	TrH2_TrispH2_008543-RA	TrH2	TrH2_TrispH2_008543	
OG_2719	HoiH23_PlH23_008045-RA	HoiH23	HoiH23_PlH23_008045	cytochrome_b561_family_member_D2
OG_2719	TrH2_TrispH2_011009-RA	TrH2	TrH2_TrispH2_011009	cytochrome_b561_family_member_D2
OG_2719	Hhon_g10455.t1	Hhon	Hhon_g10455.t1	cytochrome_b561_family_member_D2
OG_2720	TrH2_TrispH2_011007-RA	TrH2	TrH2_TrispH2_011007	zinc_finger_CCHC_type_containing_10
OG_2720	Tadh_TriadT61716	Tadh	Tadh_TriadG61716	zinc_finger_CCHC_type_containing_10
OG_2720	HoiH23_PlH23_008046-RA	HoiH23	HoiH23_PlH23_008046	zinc_finger_CCHC_type_containing_10
OG_2720	Hhon_g10456.t1	Hhon	Hhon_g10456.t1	zinc_finger_CCHC_type_containing_10
OG_2721	Hhon_g10458.t1	Hhon	Hhon_g10458.t1	leucine_rich_repeat_containing_59
OG_2721	HoiH23_PlH23_008048-RA	HoiH23	HoiH23_PlH23_008048	leucine_rich_repeat_containing_59
OG_2721	Tadh_TriadT16904	Tadh	Tadh_TriadG16904	leucine_rich_repeat_containing_59
OG_2721	TrH2_TrispH2_011004-RA	TrH2	TrH2_TrispH2_011004	leucine_rich_repeat_containing_59
OG_2722	Tadh_TriadT61706	Tadh	Tadh_TriadG61706	KIAA1109
OG_2722	HoiH23_PlH23_008052-RA	HoiH23	HoiH23_PlH23_008052	KIAA1109
OG_2722	Hhon_g10462.t1	Hhon	Hhon_g10462.t1	KIAA1109
OG_2722	TrH2_TrispH2_008895-RA	TrH2	TrH2_TrispH2_008895	KIAA1109
OG_2723	Hhon_g10463.t1	Hhon	Hhon_g10463.t1	mitochondrial_ribosomal_protein_L22
OG_2723	TrH2_TrispH2_008894-RA	TrH2	TrH2_TrispH2_008894	mitochondrial_ribosomal_protein_L22
OG_2723	HoiH23_PlH23_008053-RA	HoiH23	HoiH23_PlH23_008053	mitochondrial_ribosomal_protein_L22
OG_2723	Tadh_TriadT64369	Tadh	Tadh_TriadG64369	mitochondrial_ribosomal_protein_L22
OG_2724	Hhon_g10474.t1	Hhon	Hhon_g10474.t1	coiled_coil_domain_containing_93
OG_2724	HoiH23_PlH23_002745-RA	HoiH23	HoiH23_PlH23_002745	coiled_coil_domain_containing_93
OG_2724	TrH2_TrispH2_002220-RA	TrH2	TrH2_TrispH2_002220	coiled_coil_domain_containing_93
OG_2724	Tadh_TriadT63788	Tadh	Tadh_TriadG63788	coiled_coil_domain_containing_93
OG_2725	Hhon_g10478.t1	Hhon	Hhon_g10478.t1	autophagy_related_9A
OG_2725	TrH2_TrispH2_002217-RA	TrH2	TrH2_TrispH2_002217	autophagy_related_9A
OG_2725	Tadh_TriadT22278	Tadh	Tadh_TriadG22278	autophagy_related_9A
OG_2725	HoiH23_PlH23_002748-RA	HoiH23	HoiH23_PlH23_002748	autophagy_related_9A
OG_2726	Tadh_TriadT50081	Tadh	Tadh_TriadG50081	CCR4_NOT_transcription_complex_subunit_9
OG_2726	HoiH23_PlH23_010983-RA	HoiH23	HoiH23_PlH23_010983	CCR4_NOT_transcription_complex_subunit_9
OG_2726	Hhon_g10480.t1	Hhon	Hhon_g10480.t1	CCR4_NOT_transcription_complex_subunit_9
OG_2726	TrH2_TrispH2_002215-RA	TrH2	TrH2_TrispH2_002215	CCR4_NOT_transcription_complex_subunit_9
OG_2727	HoiH23_PlH23_010982-RA	HoiH23	HoiH23_PlH23_010982	
OG_2727	Hhon_g10481.t1	Hhon	Hhon_g10481.t1	
OG_2727	TrH2_TrispH2_002214-RA	TrH2	TrH2_TrispH2_002214	
OG_2727	Tadh_TriadT54842	Tadh	Tadh_TriadG54842	
OG_2728	Hhon_g10482.t1	Hhon	Hhon_g10482.t1	
OG_2728	HoiH23_PlH23_010981-RA	HoiH23	HoiH23_PlH23_010981	
OG_2728	TrH2_TrispH2_002213-RA	TrH2	TrH2_TrispH2_002213	
OG_2728	Tadh_TriadT54841	Tadh	Tadh_TriadG54841	
OG_2729	TrH2_TrispH2_004930-RA	TrH2	TrH2_TrispH2_004930	
OG_2729	Hhon_g10492.t1	Hhon	Hhon_g10492.t1	
OG_2729	HoiH23_PlH23_007867-RA	HoiH23	HoiH23_PlH23_007867	
OG_2729	Tadh_TriadT55367	Tadh	Tadh_TriadG55367	
OG_2730	TrH2_TrispH2_004933-RA	TrH2	TrH2_TrispH2_004933	striatin_interacting_protein_1
OG_2730	HoiH23_PlH23_007864-RA	HoiH23	HoiH23_PlH23_007864	striatin_interacting_protein_1
OG_2730	Hhon_g10495.t1	Hhon	Hhon_g10495.t1	striatin_interacting_protein_1
OG_2730	Tadh_TriadT23499	Tadh	Tadh_TriadG23499	striatin_interacting_protein_1
